"MimosaID","InterviewDate","InterviewType","BusinessSuccess","BusinessProfitability","WouldMigrateAgain","SituationWithoutSupport","ReturningWasGoodDecision","SatisfiedWithReintegrationSupport","Country","CountryOfReturn","Gender","AgeGroup","MigrationDuration","Disabled","ReceivedSupportAs","BusinessType","BusinessMembers","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness","FirstChoice"
"NE1019X001271","2021-12-01","Par téléphone","Low","Low","Yes","Mieux","Non","Pas du tout satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",2,"Non","En nature","Commerce","Moi et d'autres","Non","Non","0","Oui","Non"
"NE1019X001272","2021-12-01","Par téléphone","Low","Low","No","Pire","Oui","Pas satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",0,"Non","En nature","Elevage","Moi et d'autres","Non","Non","0","Oui","Oui"
"NE1019X001275","2021-12-01","Par téléphone","High","High","Yes","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","14-35",3,"Oui","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Non"
"NE1019X001276","2021-12-01","Par téléphone","Low","Low","No","Ne sait pas","Non","OK","Côte D'Ivoire","Algerie","Masculin","14-35",0,"Non","En nature","Agriculture/aviculture","Moi et d'autres","Oui","Non","0","Non","Oui"
"NE1019X001743","2021-12-01","Par téléphone","High","High","Yes","Mieux","Oui","OK","Côte D'Ivoire","Algerie","Masculin","14-35",1,"Non","En espèces","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"NE1019X003951","2021-12-01","Par téléphone","Low","Low","Yes","Pire","Oui","OK","Côte D'Ivoire","Algerie","Masculin","36+",0,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"NE1019X003956","2021-12-01","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Côte D'Ivoire","Niger","Masculin","14-35",0,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"NE1019X003957","2021-12-01","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",0,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"NE1020X003439","2021-10-07","Terrain/bureau OIM","High","Low","No","Pire","Non","Satisfait","Sénégal","Lybie","Masculin","14-35",3,"Non","En nature","Autre","Moi uniquement","Non","Non","0","Oui","Oui"
"ML1019X003784","2021-12-02","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",1,"Non","En nature","Agriculture/aviculture","Moi et d'autres","Oui","Autre","1","Oui","Oui"
"NE1019X005185","2021-12-02","Par téléphone","Low","Low","Yes","Identique","Non","Pas du tout satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",3,"Non","En nature","Autre","Moi et d'autres","Non","Non","0","Non","Non"
"NE1019X017545","2021-12-02","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","36+",2,"Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Autre","1","Oui","Oui"
"NE1019X017683","2021-12-02","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"NE1019X017891","2021-12-02","Par téléphone","Low","Low","No","Ne sait pas","Ne sait pas","Pas satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",0,"Non","En nature","Agriculture/aviculture","Moi et d'autres","Oui","Non","0","Non","Non"
"NE1019X017901","2021-12-02","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",0,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"NE1019X017921","2021-12-02","Par téléphone","High","High","Yes","Identique","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",1,"Non","En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui"
"NE1019X017991","2021-12-02","Par téléphone","High","Low","No","Identique","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","14-35",5,"Oui","En nature","Autre","Moi uniquement","Oui","Non","0","Oui","Oui"
"NE1019X017965","2021-12-02","Par téléphone","Low","High","No","Pire","N/A (retour non volontaire)","OK","Côte D'Ivoire","Algerie","Masculin","14-35",0,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"ML1019X003283","2021-12-02","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",2,"Non","En espèces","Agriculture/aviculture","Moi uniquement","Oui","Autre","1+","Non","Oui"
"NE1019X018148","2021-12-03","Par téléphone","Low","Low","No","Identique","Oui","Pas satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",2,"Non","En nature","Agriculture/aviculture","Moi et d'autres","Non","Non","0","Non","Non"
"ML1019X003287","2021-12-02","Par téléphone","Low","Low","Yes","Pire","Non","Satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",1,"Non","En nature","Agriculture/aviculture","Moi et d'autres","Oui","Non","0","Non","Oui"
"NE1019X018185","2021-12-03","Par téléphone","Low","Low","Yes","Identique","N/A (retour non volontaire)","Pas satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",2,"Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Non"
"ML1019X003372","2021-12-03","Par téléphone","Low","Low","No","Pire","Non","Satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",2,"Non","En nature","Elevage","Moi et d'autres","Oui","Autre","0","Non","Non"
"NE1019X018360","2021-12-03","Par téléphone","Low","Low","No","Identique","Oui","Pas satisfait","Côte D'Ivoire","Niger","Masculin","14-35",5,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"ML1019X003374","2021-12-03","Par téléphone","Low","Low","Yes","Pire","Non","Pas satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",4,"Non","En nature","Elevage","Moi et d'autres","Oui","Autre","0","Non","Non"
"NE1019X018417","2021-12-03","Par téléphone","Low","Low","No","Identique","N/A (retour non volontaire)","OK","Côte D'Ivoire","Algerie","Masculin","14-35",5,"Non","En nature","Autre","Moi et d'autres","Oui","Non","0","Non","Non"
"NE1019X018489","2021-12-04","Par téléphone","Low","Low","No","Identique","Oui","Satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",1,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"NE1019X018434","2021-12-04","Par téléphone","Low","Low","No","Identique","Ne sait pas","Pas satisfait","Côte D'Ivoire","Niger","Féminin","14-35",3,"Non","En nature","Agriculture/aviculture","Moi et d'autres","Non","Non","0","Non","Non"
"NE1019X018522","2021-12-06","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"NE1019X018525","2021-12-06","Par téléphone","High","High","No","Pire","N/A (retour non volontaire)","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",3,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui"
NA,"2021-12-06","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"NE1019X018650","2021-12-06","Par téléphone","Low","Low","No","Pire","Oui","OK","Côte D'Ivoire","Algerie","Masculin","14-35",1,"Non","En espèces","Commerce","Moi et d'autres","Oui","Non","0","Oui","Oui"
"MA1020003610","2021-12-06","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",2,"Non","En espèces","Autre","Moi uniquement","Non","Autre","1+","Non","Oui"
"NE1019X019078","2021-12-06","Par téléphone","Low","Low","Yes","Identique","Oui","OK","Côte D'Ivoire","Algerie","Masculin","14-35",2,"Non","En nature","Autre","Moi uniquement","Oui","Non","0","Non","Non"
"NE1019X019294","2021-12-06","Par téléphone","Low","Low","Yes","Pire","Non","Pas satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",0,"Non","En nature","Commerce","Moi et d'autres","Non","Non","0","Oui","Oui"
"NE1019X019474","2021-12-06","Par téléphone","Low","Low","No","Identique","Oui","Pas satisfait","Côte D'Ivoire","Lybie","Masculin","36+",1,"Non","En nature","Agriculture/aviculture","Moi et d'autres","Non","Non","0","Non","Non"
"MA1020003584","2021-12-06","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Féminin","14-35",1,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"MA1020003577","2021-12-06","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",2,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"NE1019X019555","2021-12-06","Par téléphone","Low","Low","Yes","Identique","Non","Pas du tout satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",1,"Non","En nature","Agriculture/aviculture","Moi et d'autres","Oui","Non","0","Non","Non"
"MA1020003548","2021-12-06","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",2,"Non","En espèces","Elevage","Moi uniquement","Non","Autre","1+","Non","Oui"
"NE1019X019606","2021-12-06","Par téléphone","Low","Low","No","Mieux","Oui","Pas du tout satisfait","Côte D'Ivoire","Algerie","Masculin","36+",2,"Non","En nature","Agriculture/aviculture","Moi et d'autres","Oui","Non","0","Non","Oui"
"NE1019X019825","2021-12-06","Par téléphone","Low","High","No","Identique","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",1,"Non","En nature","Agriculture/aviculture","Moi et d'autres","Oui","Non","0","Non","Oui"
"NE1019X019852","2021-12-06","Par téléphone","Low","Low","No","Identique","Oui","Satisfait","Côte D'Ivoire","Algerie","Masculin","36+",3,"Non","En espèces","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui"
"NE1019X019957","2021-12-06","Par téléphone","Low","Low","No","Identique","Oui","Satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",2,"Non","En nature","Agriculture/aviculture","Moi et d'autres","Oui","Non","0","Non","Oui"
"MA1020003537","2021-12-07","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","36+",2,"Non","En espèces","Autre","Moi uniquement","Non","Non","0","Non","Oui"
"NE1019X020345","2021-12-07","Par téléphone","Low","Low","No","Identique","Oui","Satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",2,"Non","En nature","Agriculture/aviculture","Moi et d'autres","Oui","Non","0","Non","Non"
"CI1020001486","2021-12-07","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Côte D'Ivoire","Lybie","Masculin","14-35",2,"Non","En nature","Autre","Moi et d'autres","Oui","Autre","1+","Non","Oui"
"NE1019X020373","2021-12-07","Par téléphone","Low","High","No","Identique","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",1,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"CI1020001487","2021-12-07","Par téléphone","Low","Low","No","Pire","Oui","Pas satisfait","Côte D'Ivoire","Autre","Masculin","14-35",1,"Non","En espèces","Autre","Moi et d'autres","Oui","Autre","1+","Non","Oui"
"NE1019X020606","2021-12-07","Par téléphone","Low","High","Yes","Ne sait pas","N/A (retour non volontaire)","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",7,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"NE1019X020617","2021-12-07","Par téléphone","Low","Low","No","Identique","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",1,"Non","En espèces","Elevage","Moi uniquement","Non","Non","0","Non","Oui"
"CI1020001514","2021-12-07","Par téléphone","Low","Low","No","Identique","Oui","Pas du tout satisfait","Côte D'Ivoire","Lybie","Masculin","14-35",2,"Non","En espèces","Commerce","Moi et d'autres","Oui","Non","0","Non","Non"
"NE1019X020743","2021-12-07","Par téléphone","Low","Low","No","Pire","N/A (retour non volontaire)","OK","Côte D'Ivoire","Algerie","Masculin","14-35",2,"Non","En espèces","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"CI1020001517","2021-12-07","Par téléphone","Low","Low","No","Pire","Non","Pas satisfait","Côte D'Ivoire","Lybie","Masculin","14-35",2,"Non","En nature","Commerce","Moi et d'autres","Non","Autre","1+","Oui","Oui"
"CI1020001513","2021-12-07","Par téléphone","Low","High","No","Pire","Oui","Pas satisfait","Côte D'Ivoire","Lybie","Masculin","36+",2,"Non","En nature","Commerce","Moi et d'autres","Oui","Autre","1+","Oui","Oui"
"NE1019X020867","2021-12-07","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",1,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"NE1019X021116","2021-12-08","Par téléphone","High","High","No","Pire","Oui","OK","Côte D'Ivoire","Algerie","Masculin","14-35",2,"Oui","En espèces","Commerce","Moi uniquement","Non","Autre","1","Non","Oui"
"NE1019X0221129","2021-12-08","Par téléphone","High","High","No","Pire","N/A (retour non volontaire)","Très satisfait","Côte D'Ivoire","Niger","Masculin","14-35",2,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"NE1019X021136","2021-12-08","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",0,"Non","En espèces","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui"
"NE1019X021137","2021-12-08","Par téléphone","Low","Low","No","Identique","Non","Satisfait","Côte D'Ivoire","Algerie","Masculin","36+",2,"Non","En espèces","Agriculture/aviculture","Moi et d'autres","Non","Non","0","Non","Oui"
"NE1019X021162","2021-12-08","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",0,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
NA,"2021-12-09","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",0,"Non","En espèces","Commerce","Moi uniquement","Non","Autre","1+","Oui","Oui"
"CI1020001518","2021-12-09","Par téléphone","High","High","No","Pire","Oui","Satisfait","Côte D'Ivoire","Lybie","Masculin","36+",2,"Non","En espèces","Transport","Moi uniquement","Non","Autre","1+","Oui","Oui"
"NE1019X022134","2021-12-09","Par téléphone","Low","High","No","Identique","N/A (retour non volontaire)","Très satisfait","Côte D'Ivoire","Algerie","Masculin","36+",2,"Non","En espèces","Commerce","Moi uniquement","Non","Autre","1+","Non","Oui"
"CI1021001015","2021-12-09","Par téléphone","Low","Low","No","Identique","Oui","Pas satisfait","Côte D'Ivoire","Lybie","Masculin","14-35",2,"Non","En nature","Agriculture/aviculture","Moi et d'autres","Oui","Autre","1","Oui","Non"
"NE1019X022364","2021-12-09","Par téléphone","High","High","No","Identique","N/A (retour non volontaire)","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",0,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
NA,"2021-12-09","Par téléphone","Low","Low","No","Pire","Oui","OK","Côte D'Ivoire","Algerie","Masculin","14-35",5,"Non","En espèces","Autre","Moi uniquement","Oui","Non","0","Non","Oui"
"DZ1020001838","2021-12-09","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",3,"Non","En espèces","Commerce","Moi uniquement","Non","Autre","1+","Non","Oui"
"NE1019X022604","2021-12-09","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",0,"Non","En nature","Autre","Moi et d'autres","Oui","Non","0","Oui","Oui"
"NE1019X022606","2021-12-09","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",1,"Non","En espèces","Agriculture/aviculture","Moi et d'autres","Oui","Non","0","Oui","Oui"
"DZ1020001767","2021-12-09","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",2,"Non","En espèces","Autre","Moi uniquement","Non","Non","0","Non","Oui"
"NE1019X022651","2021-12-09","Par téléphone","Low","Low","No","Identique","Oui","Pas du tout satisfait","Côte D'Ivoire","Algerie","Masculin","36+",5,"Non","En espèces","Agriculture/aviculture","Moi et d'autres","Oui","Non","0","Oui","Non"
"NE1019X022668","2021-12-09","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",0,"Non","En nature","Commerce","Moi et d'autres","Oui","Non","0","Oui","Oui"
"NE1019X022786","2021-12-10","Par téléphone","Low","Low","No","Identique","Oui","OK","Côte D'Ivoire","Algerie","Masculin","14-35",1,"Non","En nature","Commerce","Moi et d'autres","Oui","Non","0","Non","Oui"
"NE1019X023077","2021-12-10","Par téléphone","Low","Low","No","Identique","N/A (retour non volontaire)","OK","Côte D'Ivoire","Algerie","Masculin","14-35",1,"Non","En nature","Agriculture/aviculture","Moi et d'autres","Oui","Non","0","Non","Non"
"NE1019X023421","2021-12-10","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",2,"Non","En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui"
"NE1019X023600","2021-12-10","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",1,"Non","En espèces","Autre","Moi uniquement","Non","Non","0","Oui","Oui"
"DZ1020001850","2021-12-10","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",2,"Non","En espèces","Autre","Moi uniquement","Non","Autre","1+","Non","Oui"
"DZ1020001851","2021-12-10","Par téléphone","Low","High","No","Pire","Oui","Satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",2,"Non","En espèces","Autre","Moi uniquement","Non","Non","0","Non","Non"
"DZ1020002066","2021-12-10","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",2,"Non","En espèces","Autre","Moi uniquement","Non","Non","0","Non","Oui"
"DZ1020002597","2021-12-10","Par téléphone","Low","High","No","Pire","Partiellement","Satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",2,"Non","En espèces","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui"
"NE1019X023156","2021-12-10","Par téléphone","Low","Low","Yes","Identique","Non","OK","Côte D'Ivoire","Algerie","Masculin","14-35",3,"Non","En nature","Commerce","Moi et d'autres","Oui","Non","0","Non","Non"
"NE1019X023422","2021-12-10","Par téléphone","Low","Low","No","Identique","Partiellement","OK","Côte D'Ivoire","Algerie","Masculin","14-35",1,"Non","En nature","Autre","Moi et d'autres","Non","Non","0","Non","Oui"
"LY10210007366","2021-11-04","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36+",10,"Non","En nature","Elevage","Moi uniquement","Non","Autre","1+","Oui","Oui"
"LY1020007501","2021-11-04","Terrain/bureau OIM","High","High","Yes","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36+",4,"Non","En nature","Autre","Moi uniquement","Non","Autre","1","Non","Oui"
"LY1018003983","2021-11-04","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36+",6,"Non","En nature","Autre","Moi uniquement","Non","Autre","1+","Oui","Oui"
"LY1020004774","2021-11-04","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36+",3,"Non","En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui"
"LY1018002871","2021-11-04","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",3,"Non","En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui"
"LY1019002074","2021-11-04","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",3,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"CH5018X035704","2021-12-13","Par téléphone","High","High","No","Pire","Oui","Satisfait","Côte D'Ivoire","Lybie","Masculin","14-35",2,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"CH5018X035706","2021-12-13","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Côte D'Ivoire","Lybie","Masculin","14-35",2,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"CH5018X035710","2021-12-13","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","36+",2,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"CH5019X007141","2021-12-13","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","14-35",2,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"CH5019X007171","2021-12-13","Par téléphone","High","High","No","Pire","Oui","Satisfait","Côte D'Ivoire","Lybie","Masculin","14-35",2,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"CH5019X007172","2021-12-13","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Côte D'Ivoire","Lybie","Masculin","14-35",2,"Non","En nature","Agriculture/aviculture","Moi et d'autres","Non","Autre","1+","Non","Non"
"CH5019X007176","2021-12-14","Par téléphone","High","High","No","Pire","Oui","Satisfait","Côte D'Ivoire","Lybie","Masculin","14-35",2,"Non","En espèces","Transport","Moi uniquement","Non","Non","0","Non","Oui"
"CH5019X007187","2021-12-14","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","14-35",2,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"CH5019X034117","2021-12-14","Par téléphone","Low","Low","No","Identique","Oui","Pas du tout satisfait","Côte D'Ivoire","Lybie","Masculin","36+",1,"Non","En nature","Commerce","Moi et d'autres","Non","Autre","0","Non","Non"
"CH5019X034120","2021-12-14","Par téléphone","Low","Low","No","Identique","Oui","Pas du tout satisfait","Côte D'Ivoire","Lybie","Masculin","14-35",2,"Non","En nature","Commerce","Moi et d'autres","Oui","Non","0","Oui","Non"
"CH5020X005113X1","2021-12-14","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","14-35",2,"Non","En espèces","Commerce","Moi uniquement","Non","Autre","1","Non","Oui"
"CH5020X005115X1","2021-12-14","Par téléphone","Low","High","No","Pire","Oui","Satisfait","Côte D'Ivoire","Niger","Masculin","14-35",2,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"CH5020X005116X1","2021-12-14","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","14-35",2,"Non","En espèces","Autre","Moi uniquement","Non","Non","0","Non","Oui"
"CH5020X005118X1","2021-12-14","Par téléphone","High","High","No","Pire","Oui","Satisfait","Côte D'Ivoire","Niger","Masculin","14-35",2,"Non","En espèces","Autre","Moi uniquement","Non","Autre","1+","Oui","Oui"
"CH5018X035717","2021-12-15","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Côte D'Ivoire","Lybie","Masculin","36+",2,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"CH5020X005120X1","2021-12-15","Par téléphone","Low","Low","No","Identique","Oui","Satisfait","Côte D'Ivoire","Niger","Masculin","14-35",2,"Non","En espèces","Commerce","Moi uniquement","Non","Autre","1+","Non","Oui"
"CH5020X005122X1","2021-12-15","Par téléphone","Low","High","No","Pire","Oui","Satisfait","Côte D'Ivoire","Niger","Masculin","14-35",2,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"CH5020X005131X1","2021-12-15","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","14-35",0,"Non","En espèces","Autre","Moi uniquement","Non","Non","0","Non","Oui"
"MA1021003546","2021-12-15","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",2,"Non","En espèces","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"ML1019001855","2021-12-15","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Féminin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Non"
"ML1019002150","2021-12-15","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Autre","Masculin","14-35",2,"Non","En espèces","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui"
"ML1019002883","2021-12-15","Par téléphone","Low","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",2,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"MA1021003097","2021-12-15","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",2,"Non","En espèces","Elevage","Moi uniquement","Non","Non","0","Oui","Oui"
"NE1019X023602","2021-12-16","Par téléphone","Low","Low","No","Pire","Oui","OK","Côte D'Ivoire","Algerie","Masculin","36+",0,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"MA1021003131","2021-12-16","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",2,"Non","En espèces","Elevage","Moi et d'autres","Non","Autre","1+","Non","Oui"
"NE1019X023607","2021-12-16","Par téléphone","Low","Low","No","Identique","Oui","OK","Côte D'Ivoire","Niger","Masculin","14-35",2,"Non","En nature","Commerce","Moi et d'autres","Oui","Non","0","Non","Non"
NA,"2021-12-16","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",2,"Non","En espèces","Autre","Moi uniquement","Non","Non","0","Non","Oui"
"NE1019X023615","2021-12-16","Par téléphone","Low","Low","Yes","Identique","N/A (retour non volontaire)","Pas du tout satisfait","Côte D'Ivoire","Niger","Masculin","14-35",4,"Non","En nature","Autre","Moi et d'autres","Oui","Non","0","Non","Non"
"MA1021003208","2021-12-16","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",2,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"MA1021003211","2021-12-01","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",2,"Non","En espèces","Autre","Moi uniquement","Oui","Non","0","Non","Oui"
"NE1019X023740","2021-12-16","Par téléphone","Low","Low","Yes","Identique","Non","Pas du tout satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",5,"Non","En nature","Commerce","Moi et d'autres","Non","Non","0","Non","Non"
"MA1021003341","2021-12-16","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","36+",2,"Non","En espèces","Autre","Moi uniquement","Non","Autre","0","Non","Oui"
"CH5018X035703","2021-12-16","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","14-35",2,"Non","En espèces","Elevage","Moi uniquement","Non","Non","0","Non","Oui"
"MA1021002919","2021-12-16","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Féminin","14-35",2,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
