"","Code Mimosa Corrigé","1_economic","2_food","3_borrow","4_borrow_freq","5_debt_ratio","6_employment","7_working","8_assets","9_searching_job","10_housing","11_housing_qual","12_education","13_school","14_justice","15_id","16_documentation","17_water","18_health","19_health_qual","21_socialize","22_network","23_community","24_safety","25_family_conflict","26_discrimination","27_distress","28_psy_support","1_economic_n","2_food_n","3_borrow_n","4_borrow_freq_n","5_debt_ratio_n","6_employment_n","7_working_n","8_assets_n","9_searching_job_n","10_housing_n","11_housing_qual_n","12_education_n","13_school_n","14_justice_n","15_id_n","16_documentation_n","17_water_n","18_health_n","19_health_qual_n","20_services_construct_n","21_socialize_n","22_network_n","23_community_n","24_safety_n","25_family_conflict_n","26_discrimination_n","27_distress_n","28_psy_support_n","1_economic_dim_weight","1_economic_comp_weight","2_food_dim_weight","2_food_comp_weight","3_borrow_dim_weight","3_borrow_comp_weight","4_borrow_freq_dim_weight","4_borrow_freq_comp_weight","5_debt_ratio_dim_weight","5_debt_ratio_comp_weight","6_employment_dim_weight","6_employment_comp_weight","7_working_dim_weight","7_working_comp_weight","8_assets_dim_weight","8_assets_comp_weight","9_searching_job_dim_weight","9_searching_job_comp_weight","10_housing_dim_weight","10_housing_comp_weight","11_housing_qual_dim_weight","11_housing_qual_comp_weight","12_education_dim_weight","12_education_comp_weight","13_school_dim_weight","13_school_comp_weight","14_justice_dim_weight","14_justice_comp_weight","15_id_dim_weight","15_id_comp_weight","16_documentation_dim_weight","16_documentation_comp_weight","17_water_dim_weight","17_water_comp_weight","18_health_dim_weight","18_health_comp_weight","19_health_qual_dim_weight","19_health_qual_comp_weight","20_services_construct_dim_weight","20_services_construct_comp_weight","21_socialize_dim_weight","21_socialize_comp_weight","22_network_dim_weight","22_network_comp_weight","23_community_dim_weight","23_community_comp_weight","24_safety_dim_weight","24_safety_comp_weight","25_family_conflict_dim_weight","25_family_conflict_comp_weight","26_discrimination_dim_weight","26_discrimination_comp_weight","27_distress_dim_weight","27_distress_comp_weight","28_psy_support_dim_weight","28_psy_support_comp_weight","1_economic_dim_score","1_economic_comp_score","2_food_dim_score","2_food_comp_score","3_borrow_dim_score","3_borrow_comp_score","4_borrow_freq_dim_score","4_borrow_freq_comp_score","5_debt_ratio_dim_score","5_debt_ratio_comp_score","6_employment_dim_score","6_employment_comp_score","7_working_dim_score","7_working_comp_score","8_assets_dim_score","8_assets_comp_score","9_searching_job_dim_score","9_searching_job_comp_score","10_housing_dim_score","10_housing_comp_score","11_housing_qual_dim_score","11_housing_qual_comp_score","12_education_dim_score","12_education_comp_score","13_school_dim_score","13_school_comp_score","14_justice_dim_score","14_justice_comp_score","15_id_dim_score","15_id_comp_score","16_documentation_dim_score","16_documentation_comp_score","17_water_dim_score","17_water_comp_score","18_health_dim_score","18_health_comp_score","19_health_qual_dim_score","19_health_qual_comp_score","20_services_construct_dim_score","20_services_construct_comp_score","21_socialize_dim_score","21_socialize_comp_score","22_network_dim_score","22_network_comp_score","23_community_dim_score","23_community_comp_score","24_safety_dim_score","24_safety_comp_score","25_family_conflict_dim_score","25_family_conflict_comp_score","26_discrimination_dim_score","26_discrimination_comp_score","27_distress_dim_score","27_distress_comp_score","28_psy_support_dim_score","28_psy_support_comp_score","EconomicScore","SocialScore"
"977","TN10215CF5C712893C","Satisafait","Jamais","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Bien","Oui","Terre Actifs reçus de l'OIM","Non","Acceptable","Bien","Faible","Non","Bien","Oui","Acceptable","Bien","Bien","Bien","Des fois ( 2 ou 3 fois le mois)","Tres bon - un très fort réseau","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Des fois ( 2 ou 3 fois le mois)","Oui",0.75,1,1,0.75,1,0.75,1,1,1,0.5,0.75,0.25,0,0.75,1,0.5,0.75,0.75,0.75,0.583333333333333,0.5,1,1,1,1,1,0.5,0,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.12,0.08,0.08,0.02,0.075,0.015,0.08,0.04,0.0975,0.0225,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.09,0.0225,0.0275,0.0075,0,0,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0466666666666667,0.0233333333333333,0.06,0.02,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.05,0.02,0,0,0.905,0.616666666666667
"978","CH5021X013386","Satisafait","Souvent( au moins une fois la semaine)","Non","Jamais","Les dépenses sont plus importantes","Faible","Oui","Actifs reçus de l'OIM","Oui","Bien","Très bien","Acceptable","Oui","Acceptable","Non","Faible","Très bien","Très bien","Très bien","Jamais","Correct","je suis un peu d'accord","Je me sens très en sécurité tout le temps","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Jamais discriminé","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Oui",0.75,0.25,0,1,1,0.25,1,1,0,0.75,1,0.5,1,0.5,0,0.25,1,1,1,0.666666666666667,0,0.5,0.75,1,0,1,0,0,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.03,0.02,0,0,0.1,0.02,0.08,0.04,0.0325,0.0075,0.1,0.03,0.11,0.03,0,0,0.075,0.0225,0.12,0.03,0.055,0.015,0.07,0.02,0.06,0.02,0,0,0,0,0,0,0.2,0.06,0.15,0.03,0.0533333333333333,0.0266666666666667,0,0,0.025,0.015,0.1125,0.03,0.1,0.05,0,0,0.11,0,0,0,0,0,0.565,0.783333333333333
"979","CH5021X013412","Neutre","Des fois ( 2 ou 3 fois le mois)","Non","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Très faible","Non","Aucun actif détenu","Oui","Acceptable","Acceptable","Très bien",NA,"Très bien","Non","Très faible","Acceptable","Très bien","Bien","Rarement( Une fois le mois ou pas tous les mois)","Tres bon - un très fort réseau","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Parfois discriminé(C'est arrrivé plusieurs fois)","Des fois ( 2 ou 3 fois le mois)","Non",0.5,0.5,0,0.75,1,0,0,0,0,0.5,0.5,1,0.5,1,0,0,0.5,1,0.75,0.666666666666667,0.25,1,1,1,1,0.5,0.5,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.075,0.025,0.06,0.04,0,0,0.075,0.015,0.08,0.04,0,0,0,0,0,0,0,0,0.05,0.015,0.06,0.015,0.11,0.03,0.035,0.01,0.12,0.04,0,0,0,0,0,0,0.2,0.06,0.1125,0.0225,0.0533333333333333,0.0266666666666667,0.03,0.01,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.055,0,0.05,0.02,0.1,0.03,0.29,0.740833333333333
"980","MA1021E66C574DBCDF","Insatisfait","Souvent( au moins une fois la semaine)","Oui","Rarement( Une fois le mois ou pas tous les mois)","La dette est plus grande","Bien","Oui","Terre Bâtiments et structures Équipement et outils","Non","Très faible","Faible","Bien","Oui","Bien","Oui","Très bien","Faible","Bien","Acceptable","Des fois ( 2 ou 3 fois le mois)","Correct","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens en sécurité la plupart du temps","Jamais","Jamais discriminé","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Oui",0.25,0.25,1,0.75,0,0.75,1,1,1,0,0.25,0.75,1,0.75,1,1,0.25,0.75,0.5,0.583333333333333,0.5,0.5,1,0.75,1,1,0,0,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.0375,0.0125,0.03,0.02,0.08,0.02,0.075,0.015,0,0,0.0975,0.0225,0.1,0.03,0.11,0.03,0.13,0.03,0,0,0.03,0.0075,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.075,0.015,0.0466666666666667,0.0233333333333333,0.06,0.02,0.025,0.015,0.15,0.04,0.075,0.0375,0.12,0.01,0.11,0,0,0,0,0,0.66,0.594166666666667
"981","CH5021X013418","Très insatisafait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Très faible","Non","Aucun actif détenu","Oui","Faible","Faible","Bien",NA,"Très faible","Oui","Très faible","Très faible","Bien","Bien","Jamais","Très mauvais - un réseau très faible","je suis un peu d'accord","Neutre","Des fois ( 2 ou 3 fois le mois)","Parfois discriminé(C'est arrrivé plusieurs fois)","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Oui",0,0.75,1,0.75,1,0,0,0,0,0.25,0.25,0.75,0.5,0,1,0,0,0.75,0.75,0.291666666666667,0,0,0.75,0.5,0.5,0.5,0,0,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0,0,0.09,0.06,0.08,0.02,0.075,0.015,0.08,0.04,0,0,0,0,0,0,0,0,0.025,0.0075,0.03,0.0075,0.0825,0.0225,0.035,0.01,0,0,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0233333333333333,0.0116666666666667,0,0,0,0,0.1125,0.03,0.05,0.025,0.06,0.005,0.055,0,0,0,0,0,0.325,0.508333333333333
"982","NE1021X051788","Satisafait","Souvent( au moins une fois la semaine)","Oui","Souvent( au moins une fois la semaine)","Les dépenses sont plus importantes","Bien","Oui","Terre Actifs reçus de l'OIM","Non","Bien","Bien","Bien","Oui","Acceptable","Oui","je ne souhaite pas répondre","Acceptable","Acceptable","Acceptable","Rarement( Une fois le mois ou pas tous les mois)","Je ne sais pas","Je ne sais pas","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Souvent( au moins une fois la semaine)","Non",0.75,0.25,1,0.25,1,0.75,1,1,1,0.75,0.75,0.75,1,0.5,1,0.5,0.5,0.5,0.5,0.583333333333333,0.25,0.5,0.5,1,1,1,0.25,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.03,0.02,0.08,0.02,0.025,0.005,0.08,0.04,0.0975,0.0225,0.1,0.03,0.11,0.03,0.13,0.03,0.075,0.0225,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0466666666666667,0.0233333333333333,0.03,0.01,0.025,0.015,0.075,0.02,0.1,0.05,0.12,0.01,0.11,0,0.025,0.01,0.1,0.03,0.765,0.649166666666667
"983","DZ1022001616","Satisafait","Souvent( au moins une fois la semaine)","Non","Jamais","Les dépenses sont plus importantes","Acceptable","Oui","Actifs reçus de l'OIM","Oui","Faible","Faible","Acceptable","Oui","Acceptable","Oui","Acceptable","Acceptable","Acceptable","Acceptable","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Je ne sais pas","je suis un peu en désaccord","Je me sens très en sécurité tout le temps","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Jamais discriminé","Souvent( au moins une fois la semaine)","Non",0.75,0.25,0,1,1,0.5,1,1,0,0.25,0.25,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.458333333333333,1,0.5,0.25,1,0,1,0.25,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.03,0.02,0,0,0.1,0.02,0.08,0.04,0.065,0.015,0.1,0.03,0.11,0.03,0,0,0.025,0.0075,0.03,0.0075,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0366666666666667,0.0183333333333333,0.12,0.04,0.025,0.015,0.0375,0.01,0.1,0.05,0,0,0.11,0,0.025,0.01,0.1,0.03,0.5975,0.501666666666667
"984","NE1022X001345","Satisafait","Des fois ( 2 ou 3 fois le mois)","Non","Des fois ( 2 ou 3 fois le mois)","Les dépenses sont plus importantes","Je ne sais pas","Oui","Actifs reçus de l'OIM","Non","Acceptable","Acceptable","Faible","Oui","Je ne sais pas","Non","Faible","Acceptable","Acceptable","Acceptable","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Je ne sais pas","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Des fois ( 2 ou 3 fois le mois)","Jamais discriminé","Jamais","Non",0.75,0.5,0,0.5,1,0.5,1,1,1,0.5,0.5,0.25,1,0.5,0,0.25,0.5,0.5,0.5,0.416666666666667,1,0.5,1,1,0.5,1,1,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.06,0.04,0,0,0.05,0.01,0.08,0.04,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.06,0.015,0.0275,0.0075,0.07,0.02,0.06,0.02,0,0,0,0,0,0,0.1,0.03,0.075,0.015,0.0333333333333333,0.0166666666666667,0.12,0.04,0.025,0.015,0.15,0.04,0.1,0.05,0.06,0.005,0.11,0,0.1,0.04,0.1,0.03,0.7075,0.475833333333333
"985","NE1022X005282","Insatisfait","Des fois ( 2 ou 3 fois le mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","La dette est plus grande","Faible","Oui","Terre","Je ne sait pas","Acceptable","Faible","Acceptable","Oui","Bien","Oui","Je ne sais pas","Acceptable","Très faible","Faible","Jamais","Mauvais","je ne suis pas d'accord ou pas d'accord","Je me sens en sécurité la plupart du temps","Jamais","Jamais discriminé","Souvent( au moins une fois la semaine)","Non",0.25,0.5,1,0.75,0,0.25,1,1,0.5,0.5,0.25,0.5,1,0.75,1,0.5,0.5,0,0.25,0.458333333333333,0,0.25,0.5,0.75,1,1,0.25,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.0375,0.0125,0.06,0.04,0.08,0.02,0.075,0.015,0,0,0.0325,0.0075,0.1,0.03,0.11,0.03,0.065,0.015,0.05,0.015,0.03,0.0075,0.055,0.015,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0,0,0.0375,0.0075,0.0366666666666667,0.0183333333333333,0,0,0.0125,0.0075,0.075,0.02,0.075,0.0375,0.12,0.01,0.11,0,0.025,0.01,0.1,0.03,0.56,0.419166666666667
"986","NE1022X001050","Insatisfait","Jamais","Non","Jamais","Les dépenses sont plus importantes","Faible","Oui","Aucun actif détenu","Oui","Acceptable","Acceptable","Acceptable","Oui","Je ne sais pas","Oui","Faible","Acceptable","Acceptable","Acceptable","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Je ne sais pas","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Souvent( au moins une fois la semaine)","Jamais discriminé","Jamais","Non",0.25,1,0,1,1,0.25,1,0,0,0.5,0.5,0.5,1,0.5,1,0.25,0.5,0.5,0.5,0.458333333333333,1,0.5,1,1,0.25,1,1,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.0375,0.0125,0.12,0.08,0,0,0.1,0.02,0.08,0.04,0.0325,0.0075,0.1,0.03,0,0,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0366666666666667,0.0183333333333333,0.12,0.04,0.025,0.015,0.15,0.04,0.1,0.05,0.03,0.0025,0.11,0,0.1,0.04,0.1,0.03,0.47,0.556666666666667
"987","NE1022X001339","Satisafait","Souvent( au moins une fois la semaine)","Oui","Souvent( au moins une fois la semaine)","Les dépenses sont plus importantes","Faible","Oui","Actifs reçus de l'OIM","Oui","Bien","Acceptable","Bien","Oui","Acceptable","Oui","Acceptable","Faible","Bien","Bien","Souvent( au moins une fois la semaine)","Je ne sais pas","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Souvent( au moins une fois la semaine)","Rarement discriminé( C'est arrivé une fois)","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Non",0.75,0.25,1,0.25,1,0.25,1,1,0,0.75,0.5,0.75,1,0.5,1,0.5,0.25,0.75,0.75,0.583333333333333,0.75,0.5,1,1,0.25,0.75,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.03,0.02,0.08,0.02,0.025,0.005,0.08,0.04,0.0325,0.0075,0.1,0.03,0.11,0.03,0,0,0.075,0.0225,0.06,0.015,0.0825,0.0225,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0466666666666667,0.0233333333333333,0.09,0.03,0.025,0.015,0.15,0.04,0.1,0.05,0.03,0.0025,0.0825,0,0,0,0.1,0.03,0.57,0.706666666666667
"988","NE1022X001989","Insatisfait","Je souhaite ne pas répondre","Je ne sait pas","Jamais","Les dépenses sont plus importantes","Je ne sais pas","Oui","Je souhaite ne pas répondre","Oui","Faible","Faible","Acceptable",NA,"Je ne sais pas","Oui","Faible","Bien","Je ne sais pas","Je ne sais pas","Rarement( Une fois le mois ou pas tous les mois)","Je ne sais pas","Je ne sais pas","Je me sens très en sécurité tout le temps","Jamais","Je ne veux pas répondre","Jamais","Non",0.25,0.5,0.5,1,1,0.5,1,0.5,0,0.25,0.25,0.5,0.5,0.5,1,0.25,0.75,0.5,0.5,0.458333333333333,0.25,0.5,0.5,1,1,0.5,1,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.0375,0.0125,0.06,0.04,0.04,0.01,0.1,0.02,0.08,0.04,0.065,0.015,0.1,0.03,0.055,0.015,0,0,0.025,0.0075,0.03,0.0075,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0366666666666667,0.0183333333333333,0.03,0.01,0.025,0.015,0.075,0.02,0.1,0.05,0.12,0.01,0.055,0,0.1,0.04,0.1,0.03,0.5375,0.466666666666667
"989","NE1022X002208X1","Insatisfait","Souvent( au moins une fois la semaine)","Non","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Faible","Oui","Actifs reçus de l'OIM","Oui","Faible","Acceptable","Acceptable","Oui","Acceptable","Oui","Acceptable","Acceptable","Acceptable","Acceptable","Des fois ( 2 ou 3 fois le mois)","Mauvais","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Des fois ( 2 ou 3 fois le mois)","Non",0.25,0.25,0,0.75,1,0.25,1,1,0,0.25,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.458333333333333,0.5,0.25,1,1,1,1,0.5,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.0375,0.0125,0.03,0.02,0,0,0.075,0.015,0.08,0.04,0.0325,0.0075,0.1,0.03,0.11,0.03,0,0,0.025,0.0075,0.06,0.015,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0366666666666667,0.0183333333333333,0.06,0.02,0.0125,0.0075,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.05,0.02,0.1,0.03,0.465,0.531666666666667
"990","MA10213E938BB26768","Très satisfait","Rarement( Une fois le mois ou pas tous les mois)","Non","Jamais",NA,"Faible","Oui","Terre Bétails Actifs reçus de l'OIM","Oui","Acceptable","Acceptable","Acceptable","Oui","Acceptable","Oui","Très faible","Bien","Faible","Acceptable","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Mauvais","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je ne me sens pas en sécurité la plupart du temps","Des fois ( 2 ou 3 fois le mois)","Jamais discriminé","Des fois ( 2 ou 3 fois le mois)","Non",1,0.75,0,1,0.5,0.25,1,1,0,0.5,0.5,0.5,1,0.5,1,0,0.75,0.25,0.5,0.416666666666667,1,0.25,1,0.25,0.5,1,0.5,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.05,0.09,0.06,0,0,0.1,0.02,0.04,0.02,0.0325,0.0075,0.1,0.03,0.11,0.03,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.05,0.015,0.075,0.015,0.0333333333333333,0.0166666666666667,0.12,0.04,0.0125,0.0075,0.15,0.04,0.025,0.0125,0.06,0.005,0.11,0,0.05,0.02,0.1,0.03,0.6225,0.503333333333333
"991","ML1021002348","Satisafait","Des fois ( 2 ou 3 fois le mois)","Non","Jamais",NA,"Faible","Oui","Actifs reçus de l'OIM","Oui","Faible","Faible","Je ne sais pas","Oui","Acceptable","Oui","Acceptable","Acceptable","Faible","Faible","Rarement( Une fois le mois ou pas tous les mois)","Mauvais","je suis un peu d'accord","Je me sens en sécurité la plupart du temps","Jamais","Jamais discriminé","Jamais","Non",0.75,0.5,0,1,0.5,0.25,1,1,0,0.25,0.25,0.5,1,0.5,1,0.5,0.5,0.25,0.25,0.416666666666667,0.25,0.25,0.75,0.75,1,1,1,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.06,0.04,0,0,0.1,0.02,0.04,0.02,0.0325,0.0075,0.1,0.03,0.11,0.03,0,0,0.025,0.0075,0.03,0.0075,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.05,0.015,0.0375,0.0075,0.0333333333333333,0.0166666666666667,0.03,0.01,0.0125,0.0075,0.1125,0.03,0.075,0.0375,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.555,0.410833333333333
