"ID","EconomicScore","SocialScore","PsychoSocialScore","CompositeScore","migration_duration","TrainingDuration","MBSupportDuration","MBAssistanceDuration","sex","age","return_country","origin_country","FinancialServices","Training","SocialSupport","MaterialAssistance","MedicalSupport","PsychosocialSupport","MicrobusinessFormOfAssistance"
"CH5021X011966",0.8099999999999999,0.4958333333333333,0.9199999999999999,0.7591666666666669,1,4,133,244,"Homme",28,"Algérie","Guinee Conakry","Yes","Yes","No","No","No","No","CAS, KND"
"CH5021X011977",0.545,0.5641666666666666,0.4275,0.49583333333333335,1,4,133,246,"Homme",25,"Autre","Guinee Conakry","Yes","Yes","No","No","No","No","CAS, KND"
"CH5021X012196X1",0.64,0.555,0.8374999999999999,0.6725000000000001,2,6,2,363,"Homme",27,"Algérie","Mali","Yes","Yes","No","No","No","No","KND"
"CH5021X012203X1",0.7875,0.3741666666666667,0.7975,0.6583333333333334,0,6,2,364,"Homme",31,"Algérie","Mali","Yes","Yes","No","No","No","No","KND"
"CH5021X012206X1",0.5875,0.3683333333333333,0.815,0.6241666666666669,3,6,2,368,"Homme",24,"Algérie","Mali","Yes","Yes","No","No","No","No","KND"
"CH5021X012267",0.7124999999999999,0.7116666666666667,0.9175,0.8183333333333335,3,1,242,107,"Homme",30,"Libye","Niger","No","Yes","No","No","No","No","KND"
"CH5021X012268X1",0.2625,0.48,0.9125,0.5775,2,1,212,134,"Femme",24,"Autre","Niger","No","Yes","No","No","No","No","KND"
"CH5021X012270",0.5625,0.5775,0.7425,0.6000000000000001,2,1,245,101,"Femme",42,"Autre","Niger","No","Yes","No","No","No","No","KND"
"CH5021X012271",0.645,0.8683333333333334,0.9449999999999998,0.8391666666666668,5,1,212,134,"Femme",28,"Autre","Niger","No","Yes","No","No","No","No","KND"
"CH5021X012275",0.7175,0.6241666666666666,0.9874999999999999,0.7958333333333335,2,1,215,135,"Homme",40,"Autre","Niger","No","Yes","No","No","No","No","KND"
"CH5021X012276X2",0.6375,0.4183333333333333,0.8325,0.6416666666666667,18,1,215,131,"Femme",35,"Autre","Niger","No","Yes","No","No","No","No","KND"
"CH5021X012276X3",0.675,0.5558333333333333,0.9075,0.7416666666666668,18,1,211,135,"Femme",19,"Autre","Niger","No","Yes","No","No","No","No","KND"
"CH5021X012277",0.5549999999999999,0.8066666666666666,0.8275,0.7358333333333333,11,1,212,134,"Femme",35,"Autre","Niger","No","Yes","No","No","No","No","KND"
"CH5021X012278",0.7124999999999999,0.7516666666666667,0.7425,0.7583333333333334,36,1,212,134,"Femme",30,"Autre","Niger","No","Yes","No","No","No","No","KND"
"CH5021X012279",0.7675,0.7424999999999999,0.945,0.8450000000000003,14,1,245,100,"Femme",32,"Autre","Niger","No","Yes","No","No","No","No","KND"
"CH5021X012283",0.7649999999999999,0.7216666666666667,0.9375,0.7933333333333333,26,1,212,138,"Homme",32,"Autre","Niger","No","Yes","No","No","No","No","KND"
"CH5021X012288",0.6875,0.7216666666666667,0.84,0.8033333333333335,2,1,214,132,"Femme",62,"Autre","Niger","No","Yes","No","No","No","No","Unknown"
"CH5021X012290",0.815,0.7833333333333333,0.9749999999999999,0.8416666666666668,24,1,214,132,"Homme",45,"Autre","Niger","No","Yes","No","No","No","No","KND"
"Ch5021x012292",0.84,0.5800000000000001,0.8875,0.78,1,0,0,0,"Femme",24,"Autre","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"CH5021X012293",0.5575,0.615,0.8674999999999999,0.6825000000000001,16,1,214,132,"Femme",38,"Autre","Niger","No","Yes","No","No","No","No","Unknown"
"CH5021X012294",0.49,0.8125,0.9449999999999998,0.7500000000000001,5,1,244,102,"Femme",23,"Autre","Niger","No","Yes","No","No","No","No","KND"
"Ch5021x012296",0.6575,0.7133333333333335,0.9449999999999998,0.7966666666666669,2,0,0,0,"Homme",46,"Autre","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"CH5021X012298",0.6725,0.6608333333333334,0.9325,0.7591666666666667,29,1,215,131,"Homme",40,"Autre","Niger","No","Yes","No","No","No","No","Unknown"
"Ch5021x012300",0.695,0.6566666666666666,0.9624999999999999,0.7658333333333335,2,0,0,0,"Femme",41,"Autre","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"CH5021X012303X1",0.6025,0.6408333333333334,0.8975,0.6791666666666668,36,1,212,134,"Homme",22,"Autre","Niger","No","Yes","No","No","No","No","KND"
"CH5021X012481X1",0.7925,0.5216666666666667,0.7975,0.7183333333333334,1,6,2,375,"Homme",27,"Algérie","Mali","Yes","Yes","No","No","Yes","No","KND"
"CH5021X012655",0.875,0.6950000000000001,0.9125,0.7925000000000002,3,8,162,192,"Homme",24,"Niger","Guinee Conakry","Yes","Yes","No","No","No","No","CAS, KND"
"CH5021X012668",0.6325,0.4275,0.6925,0.6225,0,0,188,177,"Homme",25,"Niger","Guinee Conakry","No","No","No","No","No","No","KND"
"CH5021X012698",0.8175,0.6441666666666666,0.8324999999999999,0.7908333333333335,1,0,126,233,"Homme",23,"Algérie","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"CH5021X012699",0.35250000000000004,0.5933333333333334,0.735,0.5516666666666666,3,3,176,185,"Homme",24,"Algérie","Guinee Conakry","Yes","Yes","No","No","No","No","CAS, KND"
"CH5021X012704",0.48,0.265,0.7274999999999999,0.5375,1,8,162,202,"Homme",20,"Niger","Guinee Conakry","Yes","Yes","No","No","No","No","CAS, KND"
"CH5021X012748",0.6875,0.525,0.6775,0.67,4,4,194,170,"Homme",26,"Niger","Guinee Conakry","No","Yes","No","No","No","No","CAS, KND"
"CH5021X012749",0.8574999999999999,0.6216666666666666,0.9025000000000001,0.8033333333333335,1,8,162,206,"Homme",21,"Algérie","Guinee Conakry","Yes","Yes","No","No","No","No","CAS, KND"
"CH5021X012753",0.9049999999999999,0.5066666666666667,0.94,0.7708333333333336,0,8,162,201,"Homme",21,"Niger","Guinee Conakry","Yes","Yes","No","No","No","No","CAS, KND"
"CH5021X012755",0.3925,0.5,0.81,0.57,0,0,102,259,"Homme",28,"Niger","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"CH5021X013241",0.8325,0.7450000000000001,0.9574999999999999,0.8650000000000001,3,0,160,190,"Homme",21,"Niger","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"CH5021X013283",0.61,0.6283333333333333,0.8474999999999999,0.6666666666666667,0,0,93,258,"Homme",22,"Algérie","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"CH5021X013337",0.69,0.5066666666666666,0.9199999999999999,0.7058333333333334,2,8,157,202,"Homme",30,"Niger","Guinee Conakry","Yes","Yes","No","No","No","No","CAS, KND"
"CH5021X013353",0.9299999999999999,0.7116666666666667,0.8775,0.8433333333333335,1,8,157,209,"Homme",23,"Algérie","Guinee Conakry","Yes","Yes","No","No","No","No","CAS, KND"
"CH5021X013377",0.8375,0.42833333333333334,0.8600000000000001,0.6716666666666669,0,3,171,181,"Homme",22,"Algérie","Guinee Conakry","Yes","Yes","No","No","No","Yes","CAS, KND"
"CH5021X013379",0.8574999999999999,0.7091666666666666,0.9325,0.8383333333333334,2,8,157,203,"Homme",32,"Autre","Guinee Conakry","Yes","Yes","No","No","No","No","CAS, KND"
"CH5021X013386",0.565,0.7833333333333334,0.49749999999999994,0.6041666666666667,5,0,204,161,"Homme",22,"Niger","Autre","No","No","No","No","No","No","KND"
"CH5021X013390",0.245,0.3233333333333333,0.665,0.42166666666666663,3,5,191,178,"Homme",26,"Niger","Autre","No","Yes","No","No","No","Yes","KND"
"CH5021X013397",0.3225,0.495,0.295,0.3400000000000001,3,5,194,190,"Homme",26,"Niger","Autre","No","Yes","No","No","No","Yes","KND"
"CH5021X013398",0.4275,0.26749999999999996,0.49750000000000005,0.4075,2,1,194,189,"Homme",24,"Niger","Autre","No","Yes","No","No","No","Yes","KND"
"CH5021X013401",0.59,0.6816666666666666,0.6375,0.6683333333333333,6,5,191,193,"Homme",24,"Niger","Autre","No","Yes","No","No","No","Yes","KND"
"CH5021X013408",0.39,0.6558333333333333,0.7175,0.6091666666666666,5,5,191,175,"Homme",23,"Niger","Autre","No","Yes","No","No","No","Yes","KND"
"CH5021X013412",0.29000000000000004,0.7408333333333333,0.805,0.6291666666666668,4,5,191,174,"Homme",25,"Niger","Autre","No","Yes","No","No","No","Yes","KND"
"CH5021X013414",0.14,0.24750000000000003,0.535,0.32500000000000007,2,0,204,166,"Homme",30,"Niger","Autre","No","No","No","No","No","Yes","KND"
"CH5021X013415",0.4525,0.6225,0.7075,0.6250000000000001,2,5,194,190,"Homme",20,"Niger","Autre","No","Yes","No","No","No","Yes","KND"
"CH5021X013417",0.6925,0.17333333333333337,0.7625,0.5741666666666666,2,5,191,195,"Homme",38,"Niger","Autre","No","Yes","No","No","No","Yes","KND"
"CH5021X013418",0.325,0.5083333333333334,0.27749999999999997,0.3716666666666667,10,5,204,161,"Homme",25,"Niger","Autre","No","Yes","No","No","No","Yes","KND"
"CH5021X013421",0.6775,0.6616666666666666,0.77,0.7033333333333335,1,5,211,174,"Homme",36,"Niger","Autre","No","Yes","No","No","No","No","Unknown"
"CH5021X013437",0.35250000000000004,0.5666666666666667,0.6275000000000001,0.48083333333333333,8,5,194,172,"Homme",31,"Niger","Autre","No","Yes","No","No","No","Yes","KND"
"CH5021X013438",0.39,0.625,0.8325,0.6,2,5,194,192,"Homme",27,"Niger","Autre","No","Yes","No","No","No","Yes","KND"
"CH5021X013444",0.2575,0.19416666666666668,0.32499999999999996,0.2833333333333333,0,5,229,140,"Homme",24,"Niger","Autre","No","Yes","No","No","No","Yes","KND"
"CH5021X013447",0.59,0.47833333333333333,0.72,0.5616666666666666,0,5,229,158,"Homme",29,"Niger","Autre","No","Yes","No","No","No","Yes","KND"
"CH5021X013455",0.45500000000000007,0.675,0.8075000000000001,0.645,4,5,204,182,"Homme",25,"Niger","Autre","No","Yes","No","No","No","Yes","KND"
"CH5021X013466",0.3425,0.2391666666666667,0.8600000000000001,0.4883333333333333,0,6,229,150,"Femme",22,"Niger","Autre","No","Yes","No","No","No","Yes","KND"
"CH5021X013469",0.3025,0.36083333333333334,0.6275000000000001,0.4816666666666667,2,5,191,192,"Homme",31,"Niger","Autre","No","Yes","No","No","No","Yes","KND"
"CH5021X013471",0.29000000000000004,0.5541666666666667,0.7100000000000001,0.5558333333333333,0,0,204,165,"Homme",26,"Niger","Autre","No","No","No","No","No","No","KND"
"CH5021X013479",0.21999999999999997,0.6325000000000001,0.5,0.4425,7,5,204,162,"Homme",26,"Niger","Autre","No","Yes","No","No","No","Yes","KND"
"CH5021X013482",0.3925,0.6733333333333335,0.8574999999999999,0.6741666666666667,1,5,229,157,"Homme",26,"Niger","Autre","No","Yes","No","No","No","Yes","KND"
"CH5021X013484",0.395,0.4741666666666667,0.5750000000000001,0.44083333333333324,1,5,191,178,"Homme",45,"Niger","Autre","No","Yes","No","No","No","Yes","KND"
"CH5021X013485",0.6224999999999999,0.44499999999999995,0.6575000000000001,0.6575000000000001,2,6,229,140,"Homme",27,"Niger","Autre","No","Yes","No","No","No","No","KND"
"CH5021X013491",0.6475,0.6583333333333333,0.845,0.6916666666666668,1,5,229,158,"Homme",32,"Niger","Autre","No","Yes","No","No","No","Yes","KND"
"CH5021X013492",0.485,0.5341666666666667,0.8574999999999999,0.6258333333333332,1,0,229,157,"Homme",23,"Algérie","Autre","No","No","No","No","No","No","KND"
"CH5021X013493",0.38250000000000006,0.525,0.755,0.5375000000000001,0,5,191,193,"Homme",20,"Niger","Autre","No","Yes","No","No","No","Yes","KND"
"CH5021X013494",0.5775,0.5283333333333334,0.8325,0.6666666666666667,0,5,204,183,"Homme",26,"Niger","Autre","No","Yes","No","No","No","Yes","KND"
"CH5021X013495",0.52,0.5183333333333334,0.74,0.6141666666666666,1,5,191,196,"Homme",28,"Niger","Autre","No","Yes","No","No","No","Yes","KND"
"CH5021X013502",0.4225,0.6200000000000001,0.41000000000000003,0.42750000000000005,6,5,191,192,"Homme",27,"Niger","Autre","No","Yes","No","No","No","Yes","KND"
"CH5021X013507",0.28250000000000003,0.6483333333333333,0.365,0.39166666666666666,5,5,204,162,"Homme",34,"Niger","Autre","No","Yes","No","No","No","No","KND"
"CH5021X013966X1",0.3075,0.3425,0.7675000000000001,0.4525000000000001,4,0,2,315,"Homme",37,"Algérie","Mali","Yes","No","No","No","No","No","KND"
"CH5021X013969X1",0.715,0.5575,0.8374999999999999,0.7075000000000002,9,0,2,341,"Homme",24,"Algérie","Mali","Yes","No","No","No","No","No","KND"
"CH5021X013996X1",0.4025000000000001,0.54,0.7799999999999999,0.5775000000000001,0,0,2,341,"Homme",33,"Algérie","Mali","Yes","No","No","No","No","No","KND"
"CH5021X014685",0.5825,0.4716666666666667,0.6900000000000001,0.5708333333333335,3,0,131,220,"Homme",22,"Niger","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"CH5021X014738",0.64,0.6525,0.8425,0.7300000000000001,1,0,85,266,"Homme",20,"Algérie","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"CH5021X014759",0.735,0.25916666666666666,0.7925,0.5858333333333333,0,0,236,115,"Homme",19,"Algérie","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"CH5021X014940",0.8025,0.7266666666666666,0.9075,0.8158333333333335,3,0,77,272,"Homme",29,"Algérie","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"CH5021X014951",0.3275,0.625,0.77,0.6225,2,0,105,244,"Homme",21,"Niger","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"CH5021X015031",0.6950000000000001,0.4266666666666667,0.705,0.6183333333333334,0,3,162,189,"Homme",24,"Niger","Guinee Conakry","Yes","Yes","No","No","No","No","CAS, KND"
"CH5021X015039",0.5375000000000001,0.275,0.62,0.485,1,0,50,303,"Homme",21,"Libye","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"CH5021X015040",0.55,0.4049999999999999,0.655,0.5775,1,0,146,204,"Homme",25,"Niger","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"CH5021X015050",0.3425,0.3433333333333333,0.745,0.5166666666666667,1,0,187,164,"Homme",27,"Niger","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"CH5021X015407X1",0.67,0.5691666666666666,0.8500000000000001,0.6808333333333335,7,6,56,280,"Homme",36,"Algérie","Mali","Yes","Yes","No","No","Yes","No","KND"
"CH5022X000306",0.715,0.5091666666666667,0.7974999999999999,0.6858333333333334,1,0,117,185,"Femme",23,"Niger","Guinee Conakry","No","No","Yes","Yes","No","Yes","CAS, KND"
"CH5022X000319",0.715,0.7450000000000001,0.8800000000000001,0.8075000000000001,1,0,47,252,"Homme",27,"Niger","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"CH5022X000325",0.5175,0.7083333333333334,0.8599999999999999,0.7216666666666667,0,0,116,191,"Homme",27,"Algérie","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"CH5022X000352",0.5750000000000001,0.78,0.7725,0.7125,2,0,166,139,"Homme",25,"Autre","Guinee Conakry","No","No","Yes","No","No","Yes","CAS, KND"
"CH5022X000370",0.7949999999999999,0.35083333333333333,0.8775,0.6566666666666667,2,8,106,195,"Homme",23,"Algérie","Guinee Conakry","Yes","Yes","No","No","No","No","CAS, KND"
"CH5022X000401",0.6799999999999999,0.6225,0.9199999999999999,0.7650000000000002,1,0,116,189,"Homme",22,"Algérie","Guinee Conakry","No","No","Yes","Yes","No","Yes","CAS, KND"
"CH5022X000434",0.5599999999999999,0.6950000000000001,0.895,0.7150000000000001,1,0,190,117,"Homme",24,"Algérie","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"CH5022X000435",0.68,0.33999999999999997,0.6175,0.46750000000000014,3,0,53,249,"Homme",28,"Niger","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"CI1021001184",0.6175,0.33499999999999996,0.655,0.55,0,0,112,201,"Femme",23,"Autre","Autre","Yes","No","No","No","No","No","KND"
"CI1022001008",0.47,0.42749999999999994,0.7150000000000001,0.5825,2,0,35,218,"Homme",31,"Niger","Tchad","No","No","No","No","No","No","CAS"
"DZ1021002372",0.705,0.49333333333333335,0.9199999999999999,0.7341666666666667,4,0,94,272,"Homme",26,"Algérie","Guinee Conakry","No","No","No","No","No","No","KND"
"DZ1021003428",0.8350000000000001,0.7433333333333333,0.865,0.8291666666666668,4,7,116,261,"Homme",26,"Algérie","Autre","No","Yes","No","No","Yes","Yes","KND"
"DZ1021003429",0.5575,0.555,0.8799999999999999,0.74,2,7,116,305,"Homme",33,"Algérie","Autre","No","Yes","No","No","Yes","Yes","KND"
"DZ1021003687",0.6475,0.6208333333333333,0.9999999999999999,0.8066666666666669,2,7,117,304,"Homme",20,"Algérie","Autre","No","Yes","No","No","Yes","Yes","KND"
"DZ1021004026",0.7625,0.6008333333333334,0.7600000000000001,0.7116666666666669,4,8,151,194,"Homme",21,"Algérie","Guinee Conakry","Yes","Yes","No","No","No","No","CAS, KND"
"DZ1021004747",0.755,0.4416666666666667,0.8524999999999999,0.6658333333333335,1,8,165,195,"Homme",18,"Algérie","Guinee Conakry","Yes","Yes","No","No","No","No","CAS, KND"
"DZ1021004750",0.715,0.49916666666666665,0.945,0.7333333333333335,2,8,66,192,"Homme",28,"Algérie","Guinee Conakry","Yes","Yes","No","No","No","No","CAS, KND"
"DZ1021004900",0.7875,0.7466666666666666,0.9574999999999999,0.7933333333333334,3,8,165,209,"Homme",32,"Algérie","Guinee Conakry","Yes","Yes","No","No","No","No","CAS, KND"
"DZ1021004954",0.24500000000000002,0.16083333333333333,0.55,0.3091666666666667,1,4,108,245,"Homme",21,"Algérie","Guinee Conakry","Yes","Yes","No","No","No","No","CAS, KND"
"DZ1021005075",0.35750000000000004,0.5066666666666667,0.8474999999999999,0.5258333333333333,2,0,162,189,"Homme",28,"Algérie","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"DZ1021005284",0.25,0.4358333333333333,0.71,0.4716666666666667,4,0,238,113,"Homme",35,"Algérie","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"DZ1021005516",0.36,0.44499999999999995,0.9275,0.5875,3,4,105,247,"Homme",33,"Algérie","Guinee Conakry","Yes","Yes","No","No","No","No","CAS"
"DZ1021005628",0.655,0.49416666666666675,0.8175,0.7158333333333335,1,0,56,299,"Homme",27,"Algérie","Autre","No","No","Yes","No","No","Yes","CAS"
"DZ1021005671",0.505,0.45999999999999996,0.895,0.6650000000000001,2,0,105,248,"Homme",37,"Niger","Guinee Conakry","No","No","Yes","Yes","No","No","CAS"
"DZ1021005722",0.4325,0.5958333333333333,0.7000000000000001,0.6041666666666666,4,0,35,309,"Homme",27,"Algérie","Autre","No","No","No","No","No","Yes","CAS"
"DZ1021005727",0.6224999999999999,0.5533333333333333,0.61,0.6091666666666667,3,0,170,32,"Homme",30,"Algérie","Autre","No","No","No","No","No","Yes","CAS"
"DZ1021005746",0.7275,0.4733333333333333,0.735,0.6891666666666668,3,0,57,287,"Homme",24,"Algérie","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"DZ1021006144",0.5775,0.5808333333333333,0.9724999999999999,0.7466666666666668,1,0,134,287,"Homme",20,"Algérie","Autre","No","No","No","No","Yes","Yes","KND"
"DZ1021006413",0.825,0.7216666666666667,0.7675000000000001,0.7833333333333334,5,0,34,232,"Femme",31,"Algérie","Autre","No","No","Yes","No","Yes","Yes","CAS"
"DZ1021006672",0.595,0.5225000000000001,0.7675,0.665,2,0,105,259,"Homme",32,"Algérie","Guinee Conakry","No","No","No","No","No","No","CAS"
"DZ1021006698",0.5575,0.47000000000000003,0.8275,0.6425000000000001,1,0,149,203,"Homme",28,"Algérie","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"DZ1021006957",0.7025,0.44666666666666666,0.8975,0.6508333333333334,2,0,128,232,"Homme",23,"Algérie","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"DZ1021007019",0.155,0.5258333333333333,0.4525,0.3366666666666666,1,8,165,203,"Homme",21,"Algérie","Guinee Conakry","Yes","Yes","No","No","No","No","CAS, KND"
"DZ1021007029",0.8275,0.4491666666666667,0.9324999999999999,0.7508333333333334,1,0,121.5,174.5,"Homme",27,"Algérie","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"DZ1021007045",0.215,0.44666666666666666,0.7675,0.4933333333333333,3,4,108,244,"Femme",23,"Algérie","Guinee Conakry","Yes","Yes","No","No","No","No","CAS, KND"
"DZ1021007074",0.7925,0.7066666666666666,0.765,0.7858333333333334,2,0,49,266,"Homme",25,"Algérie","Autre","Yes","No","No","No","No","No","KND"
"DZ1021007093",0.7775,0.25333333333333335,0.9025000000000001,0.6416666666666667,2,0,150,194,"Homme",28,"Algérie","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"DZ1021007276",0.7849999999999999,0.7450000000000001,0.9075,0.8250000000000002,3,0,149,203,"Homme",22,"Algérie","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"DZ1021007278",0.5275000000000001,0.5216666666666667,0.6725,0.5883333333333334,1,3,191,163,"Homme",25,"Algérie","Guinee Conakry","Yes","Yes","No","No","No","No","CAS, KND"
"DZ1021007279",0.44999999999999996,0.5700000000000001,0.835,0.595,1,0,74,274,"Homme",20,"Algérie","Guinee Conakry","No","No","No","No","No","No","CAS"
"DZ1021007303",0.565,0.3916666666666667,0.61,0.4933333333333335,2,0,143,203,"Homme",23,"Algérie","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"DZ1021007814",0.865,0.7125000000000001,0.84,0.8300000000000003,3,1,184,80,"Homme",39,"Algérie","Niger","No","Yes","No","No","No","No","KND"
"DZ1021007827",0.8574999999999999,0.6725000000000001,0.7324999999999999,0.7025000000000001,3,0,211,142,"Homme",30,"Algérie","Guinee Conakry","No","No","No","No","No","No","CAS, KND"
"DZ102107F17DFA068E",0.8624999999999999,0.6225,0.6975,0.7275,6,7,121,138,"Homme",25,"Algérie","Mali","Yes","Yes","Yes","Yes","No","No","KND"
"DZ10212F261AE738CF",0.37749999999999995,0.6825000000000001,0.8875,0.6300000000000001,2,6,72,82,"Homme",28,"Algérie","Mali","Yes","Yes","Yes","Yes","No","Yes","CAS, KND"
"DZ102131902281F0A4",0.255,0.56,0.6224999999999999,0.42000000000000004,9,0,84,223,"Homme",32,"Algérie","Autre","Yes","No","No","No","No","No","KND"
"DZ10213E5004660D8A",0.485,0.44499999999999995,0.59,0.545,4,11,39,263,"Homme",36,"Libye","Autre","Yes","Yes","No","No","No","No","KND"
"DZ10213EF2D13699A8",0.7124999999999999,0.5566666666666666,0.8274999999999999,0.7183333333333335,3,7,149,137,"Homme",21,"Algérie","Mali","Yes","Yes","Yes","Yes","No","No","KND"
