"","ID","interview_date","sex","age","migration_duration","return_country","origin_country","1_economic","2_food","3_borrow","4_borrow_freq","5_debt_ratio","6_employment","7_working","8_assets","9_searching_job","10_housing","11_housing_qual","12_education","13_school","14_justice","15_id","16_documentation","17_water","18_health","19_health_qual","21_socialize","22_network","23_community","24_safety","25_family_conflict","26_discrimination","27_distress","28_psy_support","29_able_to_stay","30_wish_vs_need_leave","1_economic_n","2_food_n","3_borrow_n","4_borrow_freq_n","5_debt_ratio_n","6_employment_n","7_working_n","8_assets_n","9_searching_job_n","10_housing_n","11_housing_qual_n","12_education_n","13_school_n","14_justice_n","15_id_n","16_documentation_n","17_water_n","18_health_n","19_health_qual_n","20_services_construct_n","21_socialize_n","22_network_n","23_community_n","24_safety_n","25_family_conflict_n","26_discrimination_n","27_distress_n","28_psy_support_n","29_able_to_stay_n","30_wish_vs_need_leave_n","29_30_remigration_construct","1_economic_dim_weight","1_economic_comp_weight","2_food_dim_weight","2_food_comp_weight","3_borrow_dim_weight","3_borrow_comp_weight","4_borrow_freq_dim_weight","4_borrow_freq_comp_weight","5_debt_ratio_dim_weight","5_debt_ratio_comp_weight","6_employment_dim_weight","6_employment_comp_weight","7_working_dim_weight","7_working_comp_weight","8_assets_dim_weight","8_assets_comp_weight","9_searching_job_dim_weight","9_searching_job_comp_weight","10_housing_dim_weight","10_housing_comp_weight","11_housing_qual_dim_weight","11_housing_qual_comp_weight","12_education_dim_weight","12_education_comp_weight","13_school_dim_weight","13_school_comp_weight","14_justice_dim_weight","14_justice_comp_weight","15_id_dim_weight","15_id_comp_weight","16_documentation_dim_weight","16_documentation_comp_weight","17_water_dim_weight","17_water_comp_weight","18_health_dim_weight","18_health_comp_weight","19_health_qual_dim_weight","19_health_qual_comp_weight","20_services_construct_dim_weight","20_services_construct_comp_weight","21_socialize_dim_weight","21_socialize_comp_weight","22_network_dim_weight","22_network_comp_weight","23_community_dim_weight","23_community_comp_weight","24_safety_dim_weight","24_safety_comp_weight","25_family_conflict_dim_weight","25_family_conflict_comp_weight","26_discrimination_dim_weight","26_discrimination_comp_weight","27_distress_dim_weight","27_distress_comp_weight","28_psy_support_dim_weight","28_psy_support_comp_weight","29_30_remigration_construct_dim_weight","29_30_remigration_construct_comp_weight","1_economic_dim_score","1_economic_comp_score","2_food_dim_score","2_food_comp_score","3_borrow_dim_score","3_borrow_comp_score","4_borrow_freq_dim_score","4_borrow_freq_comp_score","5_debt_ratio_dim_score","5_debt_ratio_comp_score","6_employment_dim_score","6_employment_comp_score","7_working_dim_score","7_working_comp_score","8_assets_dim_score","8_assets_comp_score","9_searching_job_dim_score","9_searching_job_comp_score","10_housing_dim_score","10_housing_comp_score","11_housing_qual_dim_score","11_housing_qual_comp_score","12_education_dim_score","12_education_comp_score","13_school_dim_score","13_school_comp_score","14_justice_dim_score","14_justice_comp_score","15_id_dim_score","15_id_comp_score","16_documentation_dim_score","16_documentation_comp_score","17_water_dim_score","17_water_comp_score","18_health_dim_score","18_health_comp_score","19_health_qual_dim_score","19_health_qual_comp_score","20_services_construct_dim_score","20_services_construct_comp_score","21_socialize_dim_score","21_socialize_comp_score","22_network_dim_score","22_network_comp_score","23_community_dim_score","23_community_comp_score","24_safety_dim_score","24_safety_comp_score","25_family_conflict_dim_score","25_family_conflict_comp_score","26_discrimination_dim_score","26_discrimination_comp_score","27_distress_dim_score","27_distress_comp_score","28_psy_support_dim_score","28_psy_support_comp_score","29_30_remigration_construct_dim_score","29_30_remigration_construct_comp_score","EconomicScore","SocialScore","PsychoSocialScore","CompositeScore"
"1109","TN1021002252","2022-12-15","Homme","28","2","Tunisie","Cote d'ivoire","Insatisfait","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Non","Des fois ( 2 ou 3 fois le mois)","La dette est plus grande","Acceptable","Non","véhicules","Oui","Très faible","Faible","Acceptable",NA,"Bien","Oui","Très bien","Bien","Très bien","Très bien","Des fois ( 2 ou 3 fois le mois)","Mauvais","je suis un peu d'accord","Je me sens en sécurité la plupart du temps","Jamais","Parfois discriminé(C'est arrrivé plusieurs fois)","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Oui","Non","BESOIN DE PARTIR - Par exemple, le manque d’emplois; le manque de sécurité; faibles revenus; le manque de services essentiels; la pression familiale; etc.",0.25,0,0,0.5,0,0.5,0,1,0,0,0.25,0.5,0.5,0.75,1,1,0.75,1,1,0.666666666666667,0.5,0.25,0.75,0.75,1,0.5,0,0,0,0,0,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.0375,0.0125,0,0,0,0,0.05,0.01,0,0,0.065,0.015,0,0,0.11,0.03,0,0,0,0,0.03,0.0075,0.055,0.015,0.035,0.01,0.09,0.03,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.0533333333333333,0.0266666666666667,0.06,0.02,0.0125,0.0075,0.1125,0.03,0.075,0.0375,0.12,0.01,0.055,0,0,0,0,0,0,0,0.2625,0.663333333333333,0.435,0.401666666666667
"1110","LY1019007857","2022-12-15","Homme","31","5","Libye","Cote d'ivoire","Neutre","Des fois ( 2 ou 3 fois le mois)","Non","Jamais",NA,"Faible","Oui","Aucun actif détenu","Oui","Bien","Bien","Acceptable","Oui","Je ne sais pas","Oui","Bien","Bien","Bien","Acceptable","Jamais","Correct","je suis un peu d'accord","Je me sens en sécurité la plupart du temps","Jamais","Très souvent discriminé(Chaque semaine / Chaque jour)","Rarement( Une fois le mois ou pas tous les mois)","Non","Oui",NA,0.5,0.5,0,1,0.5,0.25,1,0,0,0.75,0.75,0.5,1,0.5,1,0.75,0.75,0.75,0.5,0.666666666666667,0,0.5,0.75,0.75,1,0.25,0.75,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.075,0.025,0.06,0.04,0,0,0.1,0.02,0.04,0.02,0.0325,0.0075,0.1,0.03,0,0,0,0,0.075,0.0225,0.09,0.0225,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.15,0.045,0.075,0.015,0.0533333333333333,0.0266666666666667,0,0,0.025,0.015,0.1125,0.03,0.075,0.0375,0.12,0.01,0.0275,0,0.075,0.03,0.1,0.03,0.15,0.1,0.4075,0.678333333333333,0.685,0.631666666666667
"1111","TN1021002242","2022-12-15","Homme","43","4","Tunisie","Cote d'ivoire","Insatisfait","Souvent( au moins une fois la semaine)","Non","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Faible","Oui","Aucun actif détenu","Non","Bien","Acceptable","Bien","Oui","Bien","Oui","Je ne sais pas","Très faible","Acceptable","Acceptable","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Mauvais","je suis un peu d'accord","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Rarement( Une fois le mois ou pas tous les mois)","Oui","Oui",NA,0.25,0.25,0,0.75,1,0.25,1,0,1,0.75,0.5,0.75,1,0.75,1,0.5,0,0.5,0.5,0.541666666666667,1,0.25,0.75,1,1,1,0.75,0,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.0375,0.0125,0.03,0.02,0,0,0.075,0.015,0.08,0.04,0.0325,0.0075,0.1,0.03,0,0,0.13,0.03,0.075,0.0225,0.06,0.015,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0433333333333333,0.0216666666666667,0.12,0.04,0.0125,0.0075,0.1125,0.03,0.1,0.05,0.12,0.01,0.11,0,0.075,0.03,0,0,0.15,0.1,0.485,0.645833333333333,0.8,0.649166666666667
"1112","LY1021008023","2022-12-15","Homme","26","2","Libye","Ghana","Très satisfait","Jamais","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Bien","Oui","Aucun actif détenu","Non","Bien","Bien","Bien","Oui","Bien","Oui","Bien","Très bien","Bien","Bien","Souvent( au moins une fois la semaine)","Bien","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Rarement( Une fois le mois ou pas tous les mois)","Rarement discriminé( C'est arrivé une fois)","Des fois ( 2 ou 3 fois le mois)","Non","Oui",NA,1,1,1,0.75,1,0.75,1,0,1,0.75,0.75,0.75,1,0.75,1,0.75,1,0.75,0.75,0.791666666666667,0.75,0.75,1,1,0.75,0.75,0.5,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.15,0.05,0.12,0.08,0.08,0.02,0.075,0.015,0.08,0.04,0.0975,0.0225,0.1,0.03,0,0,0.13,0.03,0.075,0.0225,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0633333333333333,0.0316666666666667,0.09,0.03,0.0375,0.0225,0.15,0.04,0.1,0.05,0.09,0.0075,0.0825,0,0.05,0.02,0.1,0.03,0.15,0.1,0.8325,0.783333333333333,0.85,0.854166666666667
"1113","MA1021004635","2022-12-02","Homme","36","0","Maroc","Guinee Conakry","Insatisfait","Rarement( Une fois le mois ou pas tous les mois)","Non","Jamais","Les dépenses sont plus importantes","Bien","Oui","Actifs reçus de l'OIM","Oui","Acceptable","Acceptable","Acceptable","Oui","Acceptable","Oui","Acceptable","Acceptable","Acceptable","Acceptable","Rarement( Une fois le mois ou pas tous les mois)","Mauvais","je suis un peu d'accord","Neutre","Des fois ( 2 ou 3 fois le mois)","Jamais discriminé","Rarement( Une fois le mois ou pas tous les mois)","Non","Oui",NA,0.25,0.75,0,1,1,0.75,1,1,0,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.75,0.5,0.5,1,0.75,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.0375,0.0125,0.09,0.06,0,0,0.1,0.02,0.08,0.04,0.0975,0.0225,0.1,0.03,0.11,0.03,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.04,0.02,0.03,0.01,0.0125,0.0075,0.1125,0.03,0.05,0.025,0.06,0.005,0.11,0,0.075,0.03,0.1,0.03,0.15,0.1,0.615,0.56,0.7,0.6525
"1114","LY1019007852","2022-12-15","Homme","30","6","Libye","Cote d'ivoire","Neutre","Des fois ( 2 ou 3 fois le mois)","Oui","Jamais",NA,"Faible","Oui","Aucun actif détenu","Oui","Faible","Acceptable","Bien",NA,"Acceptable","Oui","Bien","Bien","Acceptable","Acceptable","Souvent( au moins une fois la semaine)","Correct","je suis un peu d'accord","Je me sens très en sécurité tout le temps","Jamais","Rarement discriminé( C'est arrivé une fois)","Rarement( Une fois le mois ou pas tous les mois)","Non","Oui",NA,0.5,0.5,1,1,0.5,0.25,1,0,0,0.25,0.5,0.75,0.5,0.5,1,0.75,0.75,0.5,0.5,0.583333333333333,0.75,0.5,0.75,1,1,0.75,0.75,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.075,0.025,0.06,0.04,0.08,0.02,0.1,0.02,0.04,0.02,0.0325,0.0075,0.1,0.03,0,0,0,0,0.025,0.0075,0.06,0.015,0.0825,0.0225,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0466666666666667,0.0233333333333333,0.09,0.03,0.025,0.015,0.1125,0.03,0.1,0.05,0.12,0.01,0.0825,0,0.075,0.03,0.1,0.03,0.15,0.1,0.4875,0.534166666666667,0.855,0.650833333333333
"1115","LY1021008363","2022-12-15","Homme","34","0","Libye","Ghana","Très satisfait","Jamais","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Bien","Oui","Terre Arbres ( fruits, noix, etc…)","Non","Bien","Bien","Acceptable","Oui","Bien","Oui","Bien","Bien","Bien","Bien","Souvent( au moins une fois la semaine)","Bien","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Rarement discriminé( C'est arrivé une fois)","Des fois ( 2 ou 3 fois le mois)","Non","Oui",NA,1,1,1,0.75,1,0.75,1,1,1,0.75,0.75,0.5,1,0.75,1,0.75,0.75,0.75,0.75,0.708333333333333,0.75,0.75,1,1,1,0.75,0.5,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.15,0.05,0.12,0.08,0.08,0.02,0.075,0.015,0.08,0.04,0.0975,0.0225,0.1,0.03,0.11,0.03,0.13,0.03,0.075,0.0225,0.09,0.0225,0.055,0.015,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0566666666666667,0.0283333333333333,0.09,0.03,0.0375,0.0225,0.15,0.04,0.1,0.05,0.12,0.01,0.0825,0,0.05,0.02,0.1,0.03,0.15,0.1,0.9425,0.749166666666667,0.88,0.875833333333333
"1116","MR102270285D6F9ACE","2022-12-15","Femme","25","3","Mauritanie","Senegal","Satisafait","Des fois ( 2 ou 3 fois le mois)","Je ne sait pas","Jamais",NA,"Faible","Oui","Actifs reçus de l'OIM","Oui","Acceptable","Acceptable","Acceptable","Non - quelques uns mais pas tous","Acceptable","Oui","Faible","Acceptable","Acceptable","Acceptable","Des fois ( 2 ou 3 fois le mois)","Correct","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Souvent( au moins une fois la semaine)","Non","Oui",NA,0.75,0.5,0.5,1,0.5,0.25,1,1,0,0.5,0.5,0.5,0.5,0.5,1,0.25,0.5,0.5,0.5,0.458333333333333,0.5,0.5,1,1,1,1,0.25,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.06,0.04,0.04,0.01,0.1,0.02,0.04,0.02,0.0325,0.0075,0.1,0.03,0.11,0.03,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0366666666666667,0.0183333333333333,0.06,0.02,0.025,0.015,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.025,0.01,0.1,0.03,0.15,0.1,0.595,0.521666666666667,0.84,0.658333333333333
"1117","TD102295B564D6B5E7","2022-12-15","Femme","37","15","Tchad","Senegal","Insatisfait","Souvent( au moins une fois la semaine)","Non","Jamais",NA,"Faible","Oui","Actifs reçus de l'OIM","Oui","Acceptable","Acceptable","Acceptable","Oui","Acceptable","Non","Je ne sais pas","Acceptable","Faible","Faible","Rarement( Une fois le mois ou pas tous les mois)","Correct","je suis un peu d'accord","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Rarement( Une fois le mois ou pas tous les mois)","Non","Oui",NA,0.25,0.25,0,1,0.5,0.25,1,1,0,0.5,0.5,0.5,1,0.5,0,0.5,0.5,0.25,0.25,0.458333333333333,0.25,0.5,0.75,1,1,1,0.75,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.0375,0.0125,0.03,0.02,0,0,0.1,0.02,0.04,0.02,0.0325,0.0075,0.1,0.03,0.11,0.03,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.07,0.02,0.06,0.02,0,0,0,0,0,0,0.05,0.015,0.0375,0.0075,0.0366666666666667,0.0183333333333333,0.03,0.01,0.025,0.015,0.1125,0.03,0.1,0.05,0.12,0.01,0.11,0,0.075,0.03,0.1,0.03,0.15,0.1,0.45,0.419166666666667,0.8225,0.540833333333333
"1118","NE1022X002218X1","2022-12-15","Homme","26","0","Niger","Senegal","Satisafait","Des fois ( 2 ou 3 fois le mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Acceptable","Oui","Actifs reçus de l'OIM","Oui","Acceptable","Acceptable","Acceptable","Oui","Acceptable","Oui","Faible","Acceptable","Acceptable","Acceptable","Rarement( Une fois le mois ou pas tous les mois)","Correct","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Des fois ( 2 ou 3 fois le mois)","Non","Oui",NA,0.75,0.5,1,0.75,1,0.5,1,1,0,0.5,0.5,0.5,1,0.5,1,0.25,0.5,0.5,0.5,0.458333333333333,0.25,0.5,1,1,1,1,0.5,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.06,0.04,0.08,0.02,0.075,0.015,0.08,0.04,0.065,0.015,0.1,0.03,0.11,0.03,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0366666666666667,0.0183333333333333,0.03,0.01,0.025,0.015,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.05,0.02,0.1,0.03,0.15,0.1,0.6825,0.556666666666667,0.835,0.700833333333333
"1119","DZ1022C55CB288F741","2022-12-15","Homme","22","8","Algérie","Senegal","Satisafait","Souvent( au moins une fois la semaine)","Je ne sait pas","Jamais",NA,"Faible","Non","Terre Bétails Actifs reçus de l'OIM","Oui","Acceptable","Acceptable","Acceptable","Oui","Je ne sais pas","Oui","Acceptable","Acceptable","Faible","Acceptable","Souvent( au moins une fois la semaine)","Mauvais","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Des fois ( 2 ou 3 fois le mois)","Jamais discriminé","Rarement( Une fois le mois ou pas tous les mois)","Oui","Oui",NA,0.75,0.25,0.5,1,0.5,0.25,0,1,0,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.25,0.5,0.458333333333333,0.75,0.25,1,1,0.5,1,0.75,0,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.03,0.02,0.04,0.01,0.1,0.02,0.04,0.02,0.0325,0.0075,0,0,0.11,0.03,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.05,0.015,0.075,0.015,0.0366666666666667,0.0183333333333333,0.09,0.03,0.0125,0.0075,0.15,0.04,0.1,0.05,0.06,0.005,0.11,0,0.075,0.03,0,0,0.15,0.1,0.465,0.506666666666667,0.7475,0.590833333333333
"1120","MA1021FAF2E6691AA5","2022-12-15","Homme","27","2","Maroc","Senegal","Insatisfait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","La dette est plus grande","Faible","Non","Actifs reçus de l'OIM","Oui","Acceptable","Bien","Acceptable","Oui","Acceptable","Oui","Acceptable","Bien","Faible","Acceptable","Rarement( Une fois le mois ou pas tous les mois)","Correct","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Rarement( Une fois le mois ou pas tous les mois)","Jamais discriminé","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Non","Oui",NA,0.25,0.75,1,0.75,0,0.25,0,1,0,0.5,0.75,0.5,1,0.5,1,0.5,0.75,0.25,0.5,0.5,0.25,0.5,1,1,0.75,1,0,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.0375,0.0125,0.09,0.06,0.08,0.02,0.075,0.015,0,0,0.0325,0.0075,0,0,0.11,0.03,0,0,0.05,0.015,0.09,0.0225,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.05,0.015,0.075,0.015,0.04,0.02,0.03,0.01,0.025,0.015,0.15,0.04,0.1,0.05,0.09,0.0075,0.11,0,0,0,0.1,0.03,0.15,0.1,0.425,0.54,0.755,0.59
"1121","MA1021F98D22D73918","2022-12-15","Homme","25","10","Maroc","Senegal","Satisafait","Des fois ( 2 ou 3 fois le mois)","Je ne sait pas","Rarement( Une fois le mois ou pas tous les mois)","La dette est plus grande","Faible","Non","Terre Actifs reçus de l'OIM","Oui","Acceptable","Acceptable","Acceptable","Oui","Acceptable","Oui","Bien","Acceptable","Faible","Bien","Rarement( Une fois le mois ou pas tous les mois)","Mauvais","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Oui","Oui",NA,0.75,0.5,0.5,0.75,0,0.25,0,1,0,0.5,0.5,0.5,1,0.5,1,0.75,0.5,0.25,0.75,0.5,0.25,0.25,1,1,1,1,0,0,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.06,0.04,0.04,0.01,0.075,0.015,0,0,0.0325,0.0075,0,0,0.11,0.03,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.05,0.015,0.1125,0.0225,0.04,0.02,0.03,0.01,0.0125,0.0075,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0,0,0,0,0.15,0.1,0.43,0.5475,0.6725,0.55
"1122","CH5021X015050","2022-12-02","Homme","27","1","Niger","Guinee Conakry","Insatisfait","Des fois ( 2 ou 3 fois le mois)","Non","Jamais","Les dépenses sont plus importantes","Acceptable","Non","Aucun actif détenu","Oui","Acceptable","Acceptable","Acceptable",NA,"Acceptable","Oui","Acceptable","Acceptable","Très faible","Très faible","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Très mauvais - un réseau très faible","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Rarement( Une fois le mois ou pas tous les mois)","Jamais discriminé","Souvent( au moins une fois la semaine)","Oui","Oui",NA,0.25,0.5,0,1,1,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,0,0.416666666666667,1,0,1,1,0.75,1,0.25,0,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.0375,0.0125,0.06,0.04,0,0,0.1,0.02,0.08,0.04,0.065,0.015,0,0,0,0,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0,0,0,0,0.0333333333333333,0.0166666666666667,0.12,0.04,0,0,0.15,0.04,0.1,0.05,0.09,0.0075,0.11,0,0.025,0.01,0,0,0.15,0.1,0.3425,0.343333333333333,0.745,0.516666666666667
