"ID_1","InterviewDate","InterviewType","BusinessSucess","BusinessProfitability","WouldMigrateAgain","SituationWithoutSupport","ReturningWasGoodDecision","SatisfiedWithReintegrationSupport","Country","CountryOfReturn","Gender","AgeGroup","MigrationDuration","Disabled","ReceivedSupportAs","BusinessType","BusinessMembers","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness","FirstChoice","MicroBusinessLevel","TrainingType","TrainingDuration","DateOfReturn","ReintegrationDate","Gender_Mimosa","AgeAtReferral_Mimosa","ReturnToReintegration"
NA,"2021-11-01","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36-65 ans","3","Non","En nature","Bâtiment/construction","Moi uniquement","Non","Oui","1","Non","Oui",NA,NA,NA,NA,NA,NA,NA,NA
"NE1019X077874","2021-11-09","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sierra-Leone","Niger","Masculin","18-35 ans","12","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2019/12/16 00:00:00","2019-12-31","Male",28,15
"CH5020X007394","2021-11-09","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent difficilement","Non","Non","Pire","Oui","Très satisfait","Sierra-Leone","Niger","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi et membres de la communauté","Oui","Oui","1","Oui Négativement","Oui","Individual","Business development/management training","1","2020/10/15 00:00:00","2021-04-30","Male",26,197
"NE1020X007648","2021-11-02","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","36-65 ans","3","Non","En nature","Artisan-Ouvrier","Moi uniquement","Non","Oui","1","Non","Oui","Individual","NULL","NULL","2020/02/06 00:00:00","2021-09-21","Male",24,593
"CH5021X002146","2021-11-11","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sierra-Leone","Niger","Féminin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","Business development/management training","1","2021/05/06 00:00:00","2021-10-06","Female",23,153
"NE1021X001643","2021-11-11","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Très satisfait","Sierra-Leone","Niger","Masculin","18-35 ans","12","Non","En nature","Commerce","Moi et membres de la communauté","Oui","Oui","1","Oui Négativement","Oui","Individual","Business development/management training","1","2021/01/29 00:00:00","2021-07-15","Male",26,167
"NE1021X046947","2021-11-11","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent difficilement","Oui","Non","Pire","Oui","Très satisfait","Sierra-Leone","Niger","Masculin","18-35 ans","24","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","1","2021/03/23 00:00:00","2021-08-15","Male",21,145
"NE1019X067135","2021-11-12","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Autre","Non","Non","Pire","Non","Satisfait","Sierra-Leone","Niger","Masculin","18-35 ans","24","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2019/10/15 00:00:00","2019-12-31","Male",22,77
"NE1020X002979","2021-11-13","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Très satisfait","Sierra-Leone","Niger","Masculin","18-35 ans","36","Non","En nature","Autre","Moi et membres de la communauté","Oui","Oui","4 et plus","Non","Oui","Individual","NULL","NULL","2020/01/17 00:00:00","2020-01-31","Male",34,14
"ML1019X003868","2021-11-22","Par téléphone","Autre","Non","Souhaite ne pas répondre","Identique","Oui","Pas du tout satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","0","Non","En nature","Aviculture","Moi uniquement","Non","Non",NA,"Oui Négativement","Non","Community","Non spécifié","1","2018/02/13 00:00:00","2019-12-01","Male",25,656
"BF1019001443","2021-11-22","Par téléphone","Actuellement ouvert et les activités marchent bien","Non","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans",NA,"Non","En nature","Aviculture","Moi avec des migrants de retour et des membres d’une communauté","Oui","Oui","4 et plus","Non","Oui","Community","NULL","NULL","2019/11/28 00:00:00","2021-10-25","Male",21,697
"ML1019X003869","2021-11-22","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Oui régulièrement","Ne sait pas","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi avec des migrants de retour","Oui","Non",NA,"Oui Positivement","Oui","Community","Non spécifié","1","2018/02/13 00:00:00","2020-05-08","Male",24,815
"ML1019X003890","2021-11-22","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Non","Très satisfait","Côte D'Ivoire","Mali","Masculin","18-35 ans","0","Non","En nature","Artisan-Ouvrier","Moi avec des migrants de retour","Oui","Oui","2","Oui Négativement","Oui","Community","Non spécifié","1","2018/05/13 00:00:00","2020-02-20","Male",24,648
"ML1019X003895","2021-11-23","Par téléphone","Fermée","Non","Non","Pire","Oui","Pas du tout satisfait","Côte D'Ivoire","Algerie","Masculin","36-65 ans","6","Non","En nature","Commerce","Moi avec des migrants de retour","Non","Non",NA,"Non","Oui","Collective","Non spécifié","1","2018/05/13 00:00:00","2019-01-01","Male",23,233
"CH5017X029291","2021-11-23","Par téléphone","Fermée","Non","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Lybie","Féminin","36-65 ans","0","Non","En nature","Aviculture","Moi avec des migrants de retour et des membres d’une communauté","Oui","Souhaite ne pas répondre",NA,"Non","Oui","Collective","NULL","NULL","2017/11/20 00:00:00","2018-11-15","Female",40,360
"CH5017X029293","2021-11-23","Par téléphone","Fermée","Souhaite ne pas répondre","Non","Pire","Non","Pas satisfait","Côte D'Ivoire","Lybie","Féminin","18-35 ans","1","Non","En nature","Aviculture","Moi avec des migrants de retour et des membres d’une communauté","Oui","Non",NA,"Oui Négativement","Non","Collective","NULL","NULL","2017/11/20 00:00:00","2018-11-15","Female",42,360
"ML1019X004146","2021-11-23","Par téléphone","Autre","Oui","Non","Identique","Oui","Pas du tout satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","0","Non","En nature","Agriculture","Moi avec des migrants de retour","Oui","Non",NA,"Non","Non","Collective","Non spécifié","1","2018/08/09 00:00:00","2018-08-01","Male",34,-8
"ML1019X004520","2021-11-23","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","18-35 ans","5","Non","En nature","Transport (Moto - Auto et autres)","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2019/04/13 00:00:00","2020-07-24","Male",31,468
"ML1020001768","2021-11-24","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Oui","Non","Pire","Non","Satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","0","Non","En nature","Aviculture","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2020/01/30 00:00:00","2020-06-25","Male",22,147
"ML1021001200","2021-11-24","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Mali","Masculin","14-17 ans","0","Non","En nature","Pas de business","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","Business development/management training","1","2021/05/11 00:00:00","2022-05-26","Male",15,380
"ML1021001704","2021-11-24","Par téléphone","Mon entreprise n’est pas encore ouverte","Non","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","0","Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2021/08/11 00:00:00","2021-09-24","Male",22,44
"CH5017X029336","2021-11-24","Par téléphone","Fermée","Non","Oui régulièrement","Identique","Non","Pas satisfait","Côte D'Ivoire","Lybie","Féminin","18-35 ans","1","Non","En nature","Agriculture","Moi avec des migrants de retour et des membres d’une communauté","Oui","Non",NA,"Non","Non","Community","Non spécifié","1","2017/11/20 00:00:00","2019-01-01","Female",27,407
"MR1019001268","2021-11-24","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Oui","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Mauritanie","Masculin","36-65 ans","7","Non","En nature","Aviculture","Moi uniquement","Non","Oui","1","Non","Oui","Individual","NULL","NULL","2021/01/13 00:00:00","2021-05-03","Male",41,110
"MR1019001423","2021-11-25","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Mali","Masculin","36-65 ans","1","Non","En nature","Artisan-Ouvrier","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2019/12/23 00:00:00","2021-03-27","Male",39,460
"MR1021001037","2021-11-25","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Oui","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Mauritanie","Féminin","36-65 ans","4","Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Non","Community","Business development/management training","35","2021/05/27 00:00:00","2022-05-18","Female",41,356
"CH5017X031067","2021-11-25","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Non","Non","Identique","Oui","Satisfait","Côte D'Ivoire","Lybie","Masculin","18-35 ans",NA,"Non","En nature","Elevage","Moi avec des migrants de retour et des membres d’une communauté","Oui","Oui","Ne souhaite pas répondre","Non","Non","Community","Non spécifié","1","2017/11/22 00:00:00","2018-10-30","Male",19,342
"CH5017X031071","2021-11-25","Par téléphone","Fermée","Non","Non","Identique","Oui","Satisfait","Côte D'Ivoire","Lybie","Masculin","18-35 ans","2","Non","En nature","Aviculture","Moi avec des migrants de retour et des membres d’une communauté","Oui","Oui","4 et plus","Oui Négativement","Non","Community","Non spécifié","1","2017/11/22 00:00:00","2020-12-02","Male",29,1106
"NE1017001243","2021-11-25","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","18-35 ans","5","Non","En nature","Commerce","Moi et membres de la communauté","Non","Oui","1","Non","Non","Community","NULL","NULL","2017/12/05 00:00:00","2021-06-18","Male",23,1291
"CH5017X031078","2021-11-25","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Tunisie","Masculin","18-35 ans","3","Non","En espèces","Elevage","Moi uniquement","Oui","Oui","3","Non","Oui","Individual","Non spécifié","1","2017/11/22 00:00:00","2021-04-09","Male",27,1234
"NE1018001382X1","2021-11-25","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Oui","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","36-65 ans","3","Non","En nature","Commerce","Moi avec des migrants de retour","Oui","Non",NA,"Non","Oui",NA,NA,NA,NA,NA,NA,NA,NA
"NE1018001382X2","2021-11-25","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Oui","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Féminin","36-65 ans","3","Non","En nature","Commerce","Moi avec des migrants de retour","Non","Non",NA,"Non","Oui",NA,NA,NA,NA,NA,NA,NA,NA
"NE1018002482","2021-11-26","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Niger","Féminin","36-65 ans","4","Non","En nature","Restauration","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2018/08/10 00:00:00","2018-12-15","Female",44,127
"CH5017X033558","2021-11-26","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Non","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Lybie","Masculin","36-65 ans","1","Non","En nature","Aviculture","Moi avec des migrants de retour et des membres d’une communauté","Oui","Oui","4 et plus","Oui Négativement","Non","Collective","Non spécifié","1","2017/12/04 00:00:00","2019-01-01","Male",33,393
"NE1018002779","2021-11-29","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Féminin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","Business development/management training","1","2018/06/20 00:00:00","2022-02-25","Female",30,1346
"NE1019001266","2021-11-29","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Non","Très satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","1","Non","En nature","Aviculture","Moi avec des migrants de retour","Oui","Oui","1","Oui Négativement","Oui","Collective","Non spécifié","1","2019/02/07 00:00:00","2019-01-01","Male",26,-37
"NE1019001271","2021-11-29","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","OK","Côte D'Ivoire","Niger","Masculin","36-65 ans","0","Non","En nature","Agriculture","Moi avec des migrants de retour et des membres d’une communauté","Non","Non",NA,"Oui Négativement","Oui","Community","Non spécifié","1","2019/02/07 00:00:00","2018-10-15","Male",35,-115
"NE1019001280","2021-11-29","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Non","Très satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Non","Oui","1","Non","Oui","Individual","NULL","NULL","2019/02/07 00:00:00","2020-09-25","Male",20,596
NA,"2021-11-03","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Oui","Oui régulièrement","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","18-35 ans","3","Non","En nature","Coiffure","Moi uniquement","Non","Oui","1","Oui Négativement","Oui",NA,NA,NA,NA,NA,NA,NA,NA
"NE1019001287","2021-11-29","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Oui","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","18-35 ans","3","Non","En nature","Aviculture","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2019/02/07 00:00:00","2020-09-25","Male",31,596
"NE1019001288","2021-11-29","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Oui","Non","Ne sait pas","Oui","Satisfait","Côte D'Ivoire","Algerie","Masculin","36-65 ans","1","Non","En nature","Commerce","Moi uniquement","Oui","Oui","1","Oui Négativement","Oui","Individual","NULL","NULL","2019/02/07 00:00:00","2020-12-15","Male",39,677
"NE1019002641","2021-11-29","Par téléphone","Fermée","Non","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Niger","Masculin","36-65 ans","0","Oui","En nature","Commerce","Moi avec des migrants de retour et des membres d’une communauté","Non","Non",NA,"Non","Oui","Community","NULL","NULL","2019/10/29 00:00:00","2021-01-30","Male",26,459
NA,"2021-11-30","Par téléphone","Actuellement ouvert et les activités marchent bien","Non","Non","Identique","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","18-35 ans","1","Non","En nature","Elevage","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui",NA,NA,NA,NA,NA,NA,NA,NA
"NE1019X000163","2021-11-30","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Niger","Masculin","18-35 ans","0","Non","En nature","Artisan-Ouvrier","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2019/01/07 00:00:00","2020-11-20","Male",25,683
"NE1019X000165","2021-11-30","Par téléphone","Autre","Non","Non","Pire","Oui","OK","Côte D'Ivoire","Algerie","Masculin","18-35 ans","4","Non","En nature","Autre","Moi avec des migrants de retour et des membres d’une communauté","Oui","Non",NA,"Non","Oui","Community","Non spécifié","1","2019/01/07 00:00:00","2020-01-06","Male",25,364
"NE1019X000168","2021-11-30","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","1","Non","En nature","Artisan-Ouvrier","Moi avec des migrants de retour","Non","Oui","1","Oui Négativement","Oui","Collective","Non spécifié","1","2019/01/07 00:00:00","2019-01-01","Male",32,-6
"NE1019X000169","2021-11-30","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Identique","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","3","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2019/01/07 00:00:00","2021-01-29","Male",27,753
"NE1019X000174","2021-11-30","Par téléphone","Fermée","Partiellement","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","18-35 ans","3","Non","En nature","Commerce","Moi avec des migrants de retour","Non","Non",NA,"Non","Non","Individual","NULL","NULL","2019/01/07 00:00:00","2020-09-25","Male",22,627
"NE1019X000184","2021-11-30","Par téléphone","Mon entreprise n’est pas encore ouverte","Non","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","1","Non","En nature","Restauration","Moi avec des migrants de retour et des membres d’une communauté","Oui","Souhaite ne pas répondre",NA,"Non","Oui","Community","Non spécifié","1","2019/01/07 00:00:00","2020-12-03","Male",19,696
"NE1019X000189","2021-11-30","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Non","Non","Identique","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","1","Non","En nature","Artisan-Ouvrier","Moi avec des migrants de retour","Oui","Non",NA,"Non","Oui","Collective","Non spécifié","1","2019/01/07 00:00:00","2019-01-01","Male",25,-6
"NE1019X001057","2021-11-30","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Oui","Non","Pire","Oui","Pas satisfait","Côte D'Ivoire","Niger","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi avec des migrants de retour et des membres d’une communauté","Oui","Non",NA,"Oui Négativement","Oui","Community","NULL","NULL","2019/01/15 00:00:00","2021-09-30","Male",24,989
"NE1019X001265","2021-11-30","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","1","Non","En nature","Couture","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2019/01/18 00:00:00","2020-12-02","Male",24,684
"NE1019X001271","2021-12-01","Par téléphone","Autre","Non","Oui irrégulièrement","Mieux","Non","Pas du tout satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","2","Non","En nature","Commerce","Moi avec des migrants de retour et des membres d’une communauté","Non","Non",NA,"Oui Négativement","Non","Community","NULL","NULL","2019/01/18 00:00:00","2021-10-25","Male",21,1011
"NE1019X001272","2021-12-01","Par téléphone","Autre","Partiellement","Non","Pire","Oui","Pas satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","0","Non","En nature","Elevage","Moi avec des migrants de retour","Non","Non",NA,"Oui Négativement","Oui","Collective","NULL","NULL","2019/01/18 00:00:00","2021-10-25","Male",25,1011
"NE1019X001275","2021-12-01","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Oui régulièrement","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","18-35 ans","3","Oui","En nature","Aviculture","Moi uniquement","Oui","Non",NA,"Non","Non","Community","NULL","NULL","2019/01/18 00:00:00","2022-05-06","Male",29,1204
"NE1019X001276","2021-12-01","Par téléphone","Fermée","Non","Non","Ne sait pas","Non","OK","Côte D'Ivoire","Algerie","Masculin","18-35 ans","0","Non","En nature","Aviculture","Moi avec des migrants de retour et des membres d’une communauté","Oui","Non",NA,"Non","Oui","Community","NULL","NULL","2019/01/18 00:00:00","2021-09-30","Male",30,986
"NE1019X001743","2021-12-01","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Oui régulièrement","Mieux","Oui","OK","Côte D'Ivoire","Algerie","Masculin","18-35 ans","1","Non","En espèces","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2019/01/23 00:00:00","2021-02-27","Male",23,766
"NE1019X003951","2021-12-01","Par téléphone","Mon entreprise n’est pas encore ouverte","Non","Oui irrégulièrement","Pire","Oui","OK","Côte D'Ivoire","Algerie","Masculin","36-65 ans","0","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2019/02/20 00:00:00","2021-01-28","Male",23,708
"NE1019X003956","2021-12-01","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Niger","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2019/02/20 00:00:00","2021-01-29","Male",20,709
"NE1019X003957","2021-12-01","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2019/02/20 00:00:00","2020-08-25","Male",24,552
"NE1020X003439","2021-10-07","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Non","Satisfait","Sénégal","Lybie","Masculin","18-35 ans","3","Non","En nature","Couture","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","Business development/management training","1","2020/01/22 00:00:00","2022-03-22","Male",27,790
"ML1019X003784","2021-12-02","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Fermée","Non","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","1","Non","En nature","Aviculture","Moi avec des migrants de retour et des membres d’une communauté","Oui","Oui","Ne souhaite pas répondre","Oui Négativement","Oui","Community","Non spécifié","1","2018/04/29 00:00:00","2020-09-07","Male",28,862
"NE1019X005185","2021-12-02","Par téléphone","Mon entreprise n’est pas encore ouverte","Non","Oui régulièrement","Identique","Non","Pas du tout satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","3","Non","En nature","Autre","Moi avec des migrants de retour et des membres d’une communauté","Non","Non",NA,"Non","Non","Community","Non spécifié","1","2019/02/27 00:00:00","2021-10-20","Male",25,966
"NE1019X017545","2021-12-02","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","36-65 ans","2","Non","En nature","Aviculture","Moi uniquement","Oui","Oui","1","Oui Négativement","Oui","Individual","NULL","NULL","2018/01/29 00:00:00","2021-10-13","Male",33,1353
"NE1019X017683","2021-12-02","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","2","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2018/01/29 00:00:00","2022-05-06","Male",25,1558
"NE1019X017891","2021-12-02","Par téléphone","Mon entreprise n’est pas encore ouverte","Non","Non","Ne sait pas","Ne sait pas","Pas satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","0","Non","En nature","Agriculture","Moi avec des migrants de retour et des membres d’une communauté","Oui","Non",NA,"Non","Non","Collective","Non spécifié","1","2018/02/09 00:00:00","2018-08-01","Male",27,173
"NE1019X017901","2021-12-02","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2018/02/22 00:00:00","2021-09-15","Male",27,1301
"NE1019X017921","2021-12-02","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Oui régulièrement","Identique","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","1","Non","En nature","Restauration","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2018/02/25 00:00:00","2021-07-28","Male",29,1249
"NE1019X017991","2021-12-02","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Identique","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","18-35 ans","5","Oui","En nature","Artisan-Ouvrier","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Collective","Non spécifié","1","2018/02/22 00:00:00","2018-07-31","Male",24,159
"NE1019X017965","2021-12-02","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Oui","Non","Pire","N/A (retour non volontaire)","OK","Côte D'Ivoire","Algerie","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2018/02/09 00:00:00","2018-12-14","Male",31,308
"ML1019X003283","2021-12-02","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Non","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","2","Non","En espèces","Aviculture","Moi uniquement","Oui","Oui","3","Non","Oui","Collective","Non spécifié","1","2018/05/09 00:00:00","2018-09-05","Male",24,119
"NE1019X018148","2021-12-03","Par téléphone","Fermée","Non","Non","Identique","Oui","Pas satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","2","Non","En nature","Aviculture","Moi avec des migrants de retour et des membres d’une communauté","Non","Non",NA,"Non","Non","Community","Non spécifié","1","2018/02/25 00:00:00","2019-04-09","Male",22,408
"ML1019X003287","2021-12-02","Par téléphone","Fermée","Partiellement","Souhaite ne pas répondre","Pire","Non","Satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","1","Non","En nature","Aviculture","Moi avec des migrants de retour","Oui","Non",NA,"Non","Oui","Community","NULL","NULL","2018/05/04 00:00:00","2021-05-31","Male",26,1123
"NE1019X018185","2021-12-03","Par téléphone","Mon entreprise n’est pas encore ouverte","Partiellement","Oui irrégulièrement","Identique","N/A (retour non volontaire)","Pas satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","2","Non","En nature","Aviculture","Moi uniquement","Non","Non",NA,"Non","Non","Individual","NULL","NULL","2018/02/22 00:00:00","2021-08-18","Male",20,1273
"ML1019X003372","2021-12-03","Par téléphone","Fermée","Non","Non","Pire","Non","Satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","2","Non","En nature","Elevage","Moi avec des migrants de retour","Oui","Souhaite ne pas répondre",NA,"Non","Non","Community","Non spécifié","1","2018/05/13 00:00:00","2018-10-30","Male",0,170
"NE1019X018360","2021-12-03","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Non","Non","Identique","Oui","Pas satisfait","Côte D'Ivoire","Niger","Masculin","18-35 ans","5","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2018/03/08 00:00:00","2021-06-28","Male",22,1208
"ML1019X003374","2021-12-03","Par téléphone","Fermée","Non","Oui régulièrement","Pire","Non","Pas satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","4","Non","En nature","Elevage","Moi avec des migrants de retour","Oui","Souhaite ne pas répondre",NA,"Non","Non","Community","Non spécifié","1","2018/05/13 00:00:00","2018-10-30","Male",24,170
