"ID_1","InterviewDate","InterviewType","BusinessSuccess","BusinessProfitability","WouldMigrateAgain","SituationWithoutSupport","ReturningWasGoodDecision","SatisfiedWithReintegrationSupport","Country","CountryOfReturn","Gender","AgeGroup","MigrationDuration","ReceivedSupportAs","BusinessType","BusinessMembers","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness","FirstChoice","TrainingType","TrainingDuration","DateOfReturn","ReintegrationDate","ReturnToReintegration","AssistanceDuration"
"TD1021001051","2022-03-17","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Sénégal","Autre","Féminin","36+",3,"En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/03/23 00:00:00","2021-11-04",226,133
"NE1021X049273","2022-03-17","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",0,"En nature","Commerce","Moi et d'autres","Non","Autre","1","Non","Oui","None",0,"2021/08/19 00:00:00","2021-11-26",99,111
"NE1021X049263","2022-03-17","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Sénégal","Niger","Masculin","14-35",0,"En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/08/19 00:00:00","2021-11-26",99,111
"TN1021001193","2022-03-18","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Sénégal","Autre","Masculin","36+",7,"En nature","Autre","Moi et d'autres","Non","Non","0","Oui","Oui","None",0,"2021/06/24 00:00:00","2021-12-04",163,104
"NE1021X048994","2022-03-18","Par téléphone","Low","Low","No","Pire","Partiellement","OK","Sénégal","Niger","Masculin","36+",0,"En nature","Autre","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2021/08/19 00:00:00","2021-12-08",111,100
"MR1021001195","2022-03-21","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Autre","Féminin","36+",3,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2021/08/18 00:00:00","2021-11-05",79,136
"NE1019X003922X1","2022-03-21","Terrain/bureau OIM","High","Low","No","Pire","Oui","OK","Burkina Faso","Algerie","Masculin","14-35",1,"En espèces","Elevage","Moi uniquement","Oui","Non","0","Non","Oui","Other",19,"2019/02/19 00:00:00","2022-05-14",1180,112
"NE1019X075445X1","2022-03-21","Terrain/bureau OIM","High","Low","No","Pire","Non","Satisfait","Burkina Faso","Algerie","Masculin","14-35",2,"En espèces","Elevage","Moi uniquement","Non","Non","0","Non","Non","Other",6,"2019/11/26 00:00:00","2022-05-21",907,112
"NE1021X048671X1","2022-03-21","Terrain/bureau OIM","High","Low","No","Pire","Oui","OK","Burkina Faso","Algerie","Masculin","14-35",2,"En espèces","Elevage","Moi uniquement","Non","Non","0","Non","Oui","Other",6,"2021/06/22 00:00:00","2022-05-21",333,112
"EG101942916D0F6B19","2022-03-21","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Pas satisfait","Burkina Faso","Algerie","Masculin","14-35",2,"En espèces","Elevage","Moi uniquement","Non","Non","0","Non","Oui","Other",6,"2019/06/03 00:00:00","2022-08-30",1184,112
"NE1019X031485X1","2022-03-21","Terrain/bureau OIM","High","Low","No","Pire","N/A (retour non volontaire)","Satisfait","Burkina Faso","Niger","Masculin","14-35",3,"Mixte","Elevage","Moi uniquement","Oui","Non","0","Non","Non","None",0,"2019/04/09 00:00:00","2021-11-02",938,139
"NE1019X031487X1","2022-03-21","Terrain/bureau OIM","High","Low","No","Pire","N/A (retour non volontaire)","Satisfait","Burkina Faso","Niger","Masculin","14-35",2,"Mixte","Elevage","Moi uniquement","Oui","Non","0","Non","Oui","None",0,"2019/04/09 00:00:00","2021-11-02",938,139
"MA1021004131","2022-03-22","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui","Business/management",0,"2021/10/05 00:00:00","2022-04-20",197,112
"GH10199F380DDB2365","2022-03-22","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Burkina Faso","Autre","Masculin","14-35",0,"En espèces","Autre","Moi uniquement","Non","Autre","1","Oui","Non","None",0,"2019/09/12 00:00:00","2021-11-01",781,141
"LY1020970455994AB3","2022-03-22","Terrain/bureau OIM","High","Low","No","Pire","Oui","Satisfait","Burkina Faso","Lybie","Masculin","14-35",3,"En espèces","Autre","Moi uniquement","Non","Non","0","Non","Oui","Other",6,"2021/07/27 00:00:00","2022-05-21",298,112
"LY102168A2B8E12396","2022-03-22","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Burkina Faso","Lybie","Masculin","14-35",5,"En espèces","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2021/07/27 00:00:00","2022-09-07",407,112
"NE1019X030584X1","2022-03-22","Terrain/bureau OIM","High","Low","No","Pire","N/A (retour non volontaire)","Satisfait","Burkina Faso","Algerie","Masculin","14-35",3,"En espèces","Elevage","Moi uniquement","Non","Non","0","Non","Oui","Other",1,"2019/03/19 00:00:00","2022-02-28",1077,22
"MA1021003787","2022-03-22","Par téléphone","High","Low","Yes","Pire","Oui","Satisfait","Sénégal","Maroc","Masculin","14-35",0,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2021/09/09 00:00:00","2021-12-06",88,106
"MA1021003859","2022-03-22","Par téléphone","Low","Low","Yes","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"En nature","Commerce","Moi et d'autres","Non","Autre","1","Non","Oui","None",0,"2021/09/09 00:00:00","2021-12-02",84,110
"EG10196D48488EAE01","2022-03-22","Terrain/bureau OIM","High","Low","No","Pire","N/A (retour non volontaire)","OK","Burkina Faso","Niger","Masculin","14-35",2,"Mixte","Elevage","Moi uniquement","Non","Non","0","Non","Oui","Other",4,"2019/06/03 00:00:00","2022-05-22",1084,112
"NE1020X015755X1","2022-03-23","Terrain/bureau OIM","High","Low","No","Pire","N/A (retour non volontaire)","Pas satisfait","Burkina Faso","Niger","Masculin","14-35",0,"Mixte","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2020/05/14 00:00:00","2021-10-02",506,172
"LY1020786181C5A178","2022-03-23","Terrain/bureau OIM","High","Low","No","Pire","Oui","OK","Burkina Faso","Lybie","Masculin","14-35",8,"En espèces","Elevage","Moi uniquement","Non","Non","0","Non","Oui","Other",6,"2021/07/27 00:00:00","2022-05-21",298,112
"NE1019X020765X1","2022-03-23","Terrain/bureau OIM","High","Low","No","Pire","N/A (retour non volontaire)","Pas satisfait","Burkina Faso","Algerie","Masculin","14-35",2,"En espèces","Commerce","Moi uniquement","Oui","Autre","1+","Non","Non","Other",9,"2018/04/30 00:00:00","2022-05-14",1475,112
"LY10208FBB0E1E800B","2022-03-23","Terrain/bureau OIM","Low","High","No","Pire","Oui","Satisfait","Burkina Faso","Lybie","Masculin","14-35",8,"En espèces","Elevage","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/07/27 00:00:00","2022-02-23",211,28
"NE1019X059620X1","2022-03-23","Terrain/bureau OIM","High","Low","No","Pire","N/A (retour non volontaire)","Satisfait","Burkina Faso","Algerie","Masculin","36+",1,"En espèces","Elevage","Moi uniquement","Oui","Non","0","Non","Oui","Other",6,"2019/08/07 00:00:00","2022-05-22",1019,112
"LY1018E4D25A4045C5","2022-03-24","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Burkina Faso","Lybie","Masculin","36+",7,"Mixte","Elevage","Moi uniquement","Non","Non","0","Non","Non","Other",1,"2018/07/03 00:00:00","2021-10-19",1204,156
"NE1020X021446X1","2022-03-24","Terrain/bureau OIM","High","Low","No","Pire","N/A (retour non volontaire)","Très satisfait","Burkina Faso","Algerie","Masculin","14-35",1,"En espèces","Elevage","Moi uniquement","Oui","Non","0","Non","Oui","Other",6,"2020/11/19 00:00:00","2022-05-14",541,112
"NE1021X047454X1","2022-03-24","Terrain/bureau OIM","High","Low","No","Pire","Partiellement","Très satisfait","Burkina Faso","Lybie","Masculin","14-35",0,"Mixte","Commerce","Moi uniquement","Oui","Non","0","Non","Oui","None",0,"2021/04/14 00:00:00","2021-11-01",201,143
"TD1021FE8A3E656263","2022-03-25","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Burkina Faso","Autre","Féminin","14-35",5,"En espèces","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2021/08/24 00:00:00","2022-02-04",164,49
"MA1021003767","2022-04-05","Par téléphone","Low","Low","Yes","Pire","Oui","Satisfait","Sénégal","Maroc","Masculin","14-35",1,"En nature","Elevage","Moi et d'autres","Non","Non","0","Non","Oui","None",0,"2021/10/07 00:00:00","2022-01-04",89,91
"MA1021003624","2022-04-05","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Sénégal","Maroc","Masculin","14-35",1,"En nature","Transport","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/09/09 00:00:00","2021-11-29",81,127
"MA1021003785","2022-04-05","Par téléphone","Low","Low","Yes","Pire","Non","Très satisfait","Sénégal","Maroc","Masculin","14-35",3,"En nature","Commerce","Moi et d'autres","Non","Non","0","Non","Oui","None",0,"2021/09/09 00:00:00","2021-11-28",80,128
"MA1021003474","2022-04-05","Par téléphone","Low","Low","No","Pire","Partiellement","Satisfait","Sénégal","Maroc","Masculin","14-35",0,"En nature","Commerce","Moi et d'autres","Non","Autre","1","Non","Oui","None",0,"2021/09/09 00:00:00","2021-11-28",80,128
"MA1021003651","2022-04-06","Par téléphone","Low","Low","Yes","Pire","Oui","Satisfait","Sénégal","Maroc","Masculin","14-35",2,"En nature","Elevage","Moi et d'autres","Oui","Autre","1","Non","Non","Business/management",1,"2021/08/19 00:00:00","2022-04-30",254,112
"LY1021006323","2022-04-06","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Autre","Lybie","Féminin","36+",1,"En nature","Commerce","Moi uniquement","Oui","Autre","0","Non","Oui","Business/management",5,"2021/11/03 00:00:00","2022-04-01",149,5
"LY1021002163","2022-04-06","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Autre","Lybie","Féminin","14-35",2,"En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui","Business/management",5,"2021/11/03 00:00:00","2022-02-09",98,56
"MA1021003431","2022-04-07","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",4,"En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/09/09 00:00:00","2021-12-22",104,106
"MA1021003438","2022-04-07","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"En nature","Transport","Moi et d'autres","Non","Autre","1","Non","Oui","None",0,"2021/09/09 00:00:00","2021-12-03",85,125
"MA1021003408","2022-04-07","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/08/19 00:00:00","2021-11-06",79,152
"MA1021003630","2022-04-07","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui","None",0,"2021/08/19 00:00:00","2021-11-30",103,128
NA,"2022-03-14","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,NA,NA,214,112
"DZ1021003611","2022-04-25","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Autre","Algerie","Masculin","14-35",3,"En nature","Commerce","Moi uniquement","Non","Non","0","Non","Non","None",0,"2021/07/18 00:00:00","2022-05-18",304,112
"DZ1021003687","2022-04-25","Par téléphone","High","Low","No","Pire","Oui","Satisfait","Autre","Algerie","Masculin","14-35",3,"En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui","Business/management",7,"2021/11/03 00:00:00","2022-02-28",117,56
NA,"2022-04-25","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Autre","Algerie","Masculin","14-35",3,"En nature","Autre","Moi uniquement","Non","Autre","1+","Non","Oui","None",0,NA,NA,214,112
"DZ1021003692","2022-04-25","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Autre","Algerie","Masculin","14-35",3,"En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Non","None",0,"2021/11/03 00:00:00","2022-02-25",114,59
"DZ1021005053","2022-04-25","Par téléphone","High","Low","No","Pire","Oui","OK","Autre","Algerie","Masculin","14-35",2,"En nature","Commerce","Moi et d'autres","Oui","Non","0","Non","Non","Business/management",7,"2021/11/03 00:00:00","2022-02-24",113,60
NA,"2022-04-25","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Autre","Algerie","Masculin","14-35",2,"En nature","Transport","Moi uniquement","Oui","Non","0","Non","Non","None",0,NA,NA,214,112
"DZ1021004063","2022-04-25","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Autre","Algerie","Masculin","36+",3,"En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui","Business/management",7,"2021/11/03 00:00:00","2022-02-21",110,63
NA,"2022-05-10","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Burkina Faso","Lybie","Masculin","36+",2,"Mixte","Elevage","Moi uniquement","Oui","Non","0","Non","Oui","None",0,NA,NA,214,112
"EG102063D8DA15DE4D","2022-05-10","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Burkina Faso","Autre","Féminin","14-35",4,"En espèces","Autre","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2020/10/22 00:00:00","2022-09-08",686,112
"LY1019FA6E05485B1A","2022-05-11","Terrain/bureau OIM","Low","Low","No","Pire","Non","OK","Burkina Faso","Lybie","Féminin","36+",11,"En nature","Commerce","Moi uniquement","Non","Autre","0","Non","Non","None",0,"2019/05/22 00:00:00","2022-09-08",1205,112
NA,"2022-05-11","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Burkina Faso","Lybie","Masculin","14-35",4,"En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Non","None",0,NA,NA,214,112
"LY1020477A2C508A90","2022-05-12","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Burkina Faso","Lybie","Masculin","14-35",8,"En espèces","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui","Other",4,"2021/07/27 00:00:00","2022-09-08",408,112
"LY1021005758","2022-05-17","Par téléphone","Low","Low","No","Identique","Oui","Pas satisfait","Autre","Lybie","Masculin","14-35",5,"En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non","Business/management",6,"2021/10/21 00:00:00","2022-02-14",116,92
NA,"2022-05-17","Par téléphone","Low","Low","No","Ne sait pas","Oui","OK","Autre","Algerie","Masculin","14-35",3,"En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui","None",0,NA,NA,214,112
"LY1021006271","2022-05-17","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Autre","Lybie","Masculin","14-35",0,"En nature","Autre","Moi et d'autres","Oui","Autre","1","Non","Oui","Business/management",6,"2021/10/21 00:00:00","2022-03-21",151,57
"LY1021006667","2022-05-18","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Autre","Lybie","Masculin","14-35",1,"En nature","Commerce","Moi et d'autres","Oui","Autre","1","Non","Oui","Business/management",6,"2021/10/21 00:00:00","2022-03-31",161,48
"LY1021006517","2022-05-17","Par téléphone","Low","Low","No","Ne sait pas","Oui","Satisfait","Autre","Lybie","Masculin","36+",8,"En nature","Autre","Moi uniquement","Oui","Non","0","Non","Non","Business/management",6,"2021/10/21 00:00:00","2022-04-12",173,35
"LY1021006694","2022-05-18","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Autre","Lybie","Masculin","14-35",5,"En nature","Commerce","Moi et d'autres","Oui","Autre","1","Non","Oui","Business/management",6,"2021/10/21 00:00:00","2022-02-22",124,85
"LY1021006695","2022-05-18","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Autre","Lybie","Masculin","36+",2,"En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non","Business/management",6,"2021/10/21 00:00:00","2022-02-09",111,98
"LY1021006755","2022-05-18","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Autre","Lybie","Masculin","14-35",3,"En espèces","Transport","Moi uniquement","Oui","Non","0","Non","Oui","Business/management",7,"2021/10/21 00:00:00","2022-02-23",125,84
"NE1021X049021","2022-05-19","Par téléphone","High","Low","No","Pire","Oui","OK","Autre","Algerie","Masculin","14-35",2,"En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui","None",0,"2021/07/13 00:00:00","2022-03-22",252,58
"NE1021X051664","2022-05-19","Par téléphone","High","Low","No","Pire","Oui","Satisfait","Autre","Niger","Masculin","14-35",2,"En nature","Transport","Moi et d'autres","Oui","Autre","1","Non","Oui","Business/management",7,"2021/11/03 00:00:00","2022-03-10",127,70
"TN1021002234","2022-05-23","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Sénégal","Autre","Masculin","14-35",0,"En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui","Business/management",1,"2021/08/26 00:00:00","2022-04-30",247,23
"NE1021002316","2022-05-19","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Autre","Niger","Masculin","14-35",0,"Mixte","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/11/03 00:00:00","2022-05-20",198,112
"NE1021X051832","2022-05-19","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Autre","Algerie","Masculin","14-35",2,"En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui","Business/management",7,"2021/11/24 00:00:00","2022-03-17",113,63
NA,"2022-05-18","Par téléphone","High","Low","No","Pire","Oui","Satisfait","Autre","Lybie","Masculin","14-35",1,"En nature","Commerce","Moi et d'autres","Oui","Autre","1","Non","Oui","None",0,NA,NA,214,112
"LY1021006841","2022-05-18","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Autre","Lybie","Masculin","14-35",1,"En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non","Business/management",6,"2021/10/21 00:00:00","2022-03-02",132,77
"LY1021006931","2022-05-19","Par téléphone","Low","Low","No","Pire","Oui","OK","Autre","Lybie","Masculin","14-35",2,"En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui","Business/management",6,"2021/10/21 00:00:00","2022-03-21",151,59
"TN1021003161","2022-05-19","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Autre","Autre","Masculin","14-35",8,"En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui","None",0,"2021/11/18 00:00:00","2022-02-22",96,86
"TN1021002920","2022-05-23","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Autre","Autre","Masculin","14-35",0,"En nature","Autre","Moi uniquement","Oui","Non","0","Non","Oui","None",0,"2021/11/18 00:00:00","2022-02-02",76,110
"DZ1021003418","2022-05-24","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Autre","Algerie","Masculin","14-35",3,"En nature","Autre","Moi et d'autres","Oui","Autre","1+","Non","Oui","Business/management",7,"2021/11/03 00:00:00","2022-02-04",93,109
"NE1021X051720","2022-05-23","Par téléphone","High","Low","No","Pire","Oui","Satisfait","Autre","Algerie","Masculin","14-35",0,"En nature","Commerce","Moi et d'autres","Oui","Autre","1","Non","Non","Business/management",7,"2021/11/10 00:00:00","2022-03-26",136,58
NA,"2022-05-24","Par téléphone","High","Low","No","Pire","Oui","Satisfait","Autre","Algerie","Masculin","14-35",3,"En nature","Commerce","Moi uniquement","Oui","Autre","1","Non","Oui","None",0,NA,NA,214,112
"MA1021004028","2022-05-24","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Sénégal","Maroc","Masculin","14-35",2,"En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Oui","None",0,"2021/10/07 00:00:00","2022-04-15",190,39
NA,"2022-05-24","Par téléphone","Low","Low","No","Ne sait pas","Oui","OK","Autre","Algerie","Masculin","14-35",3,"En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Oui","None",0,NA,NA,214,112
NA,"2022-05-24","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Autre","Algerie","Masculin","14-35",2,"En nature","Autre","Moi uniquement","Oui","Non","0","Non","Oui","None",0,NA,NA,214,112
"DZ1021004729","2022-05-24","Par téléphone","Low","Low","No","Pire","Oui","OK","Autre","Algerie","Masculin","14-35",2,"En nature","Commerce","Moi et d'autres","Oui","Non","0","Non","Oui","Business/management",7,"2021/11/03 00:00:00","2022-02-24",113,89
NA,"2022-05-24","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Autre","Algerie","Masculin","14-35",3,"En nature","Commerce","Moi et d'autres","Oui","Autre","1","Non","Oui","None",0,NA,NA,214,112
"LY1021007102","2022-05-25","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Autre","Lybie","Masculin","14-35",2,"En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui","Business/management",6,"2021/10/21 00:00:00","2022-02-08",110,106
"LY1021007165","2022-05-30","Par téléphone","High","Low","No","Pire","Oui","Satisfait","Autre","Lybie","Masculin","14-35",2,"En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non","Business/management",6,"2021/10/21 00:00:00","2022-03-19",149,72
"LY1021007246","2022-05-30","Par téléphone","Low","Low","No","Pire","Oui","OK","Autre","Lybie","Masculin","14-35",2,"En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non","Business/management",6,"2021/10/21 00:00:00","2022-02-25",127,94
"MA1021004174","2022-05-23","Terrain/bureau OIM","High","High","Yes","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"En nature","Agriculture/aviculture","Moi et d'autres","Oui","Autre","1","Non","Oui","Business/management",1,"2021/10/05 00:00:00","2022-04-15",192,38
"DZ1021005893","2022-05-24","Terrain/bureau OIM","High","High","Yes","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","14-35",4,"En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Oui","None",0,"2021/11/09 00:00:00","2022-12-31",417,112
"MA1021004331","2022-05-23","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",4,"En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/10/07 00:00:00","2022-04-15",190,38
"MA1021003901","2022-05-23","Terrain/bureau OIM","Low","Low","Yes","Pire","Oui","Satisfait","Sénégal","Maroc","Masculin","14-35",2,"En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/10/07 00:00:00","2022-04-15",190,38
"MA1021003805","2022-05-24","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",4,"En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/10/05 00:00:00","2022-05-05",212,19
"MA1021003391","2022-05-24","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Féminin","14-35",1,"En nature","Commerce","Moi uniquement","Non","Non","0","Non","Non","Business/management",1,"2021/08/19 00:00:00","2022-04-30",254,24
"MA1020003597","2022-05-25","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","36+",1,"En nature","Agriculture/aviculture","Moi et d'autres","Oui","Autre","1","Non","Non","Business/management",1,"2020/11/26 00:00:00","2022-04-30",520,25
"NE1021X051679","2022-05-24","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",4,"En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui","Business/management",1,"2021/11/04 00:00:00","2022-08-08",277,112
"MA1021003894","2022-05-25","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",4,"En nature","Commerce","Moi et d'autres","Non","Non","0","Non","Oui","None",0,"2021/10/05 00:00:00","2022-04-15",192,40
"NE1021X049282","2022-05-26","Terrain/bureau OIM","Low","Low","Yes","Identique","Non","Satisfait","Sénégal","Niger","Masculin","36+",1,"En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/08/19 00:00:00","2022-04-15",239,41
"DZ1021004345","2022-05-26","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","14-35",8,"En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Oui","None",0,"2021/11/09 00:00:00","2022-05-12",184,14
"LY1019008021","2022-05-26","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",7,"En nature","Commerce","Moi et d'autres","Oui","Autre","1","Non","Oui","None",0,"2021/11/09 00:00:00","2022-05-12",184,14
"MA1021004056","2022-05-27","Terrain/bureau OIM","High","High","Yes","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",0,"En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui","None",0,"2021/10/07 00:00:00","2022-03-28",172,60
"MR1021001430","2022-05-27","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Autre","Masculin","14-35",0,"En nature","Elevage","Moi et d'autres","Non","Non","0","Non","Oui","Business/management",1,"2021/06/23 00:00:00","2022-03-28",278,60
"MR1021001724","2022-05-28","Terrain/bureau OIM","Low","Low","No","Identique","Oui","Très satisfait","Sénégal","Autre","Masculin","14-35",1,"En espèces","Elevage","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/09/21 00:00:00","2021-11-29",69,180
"NE1021X051045","2022-05-28","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",0,"En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/10/07 00:00:00","2022-03-10",154,79
"MA1021003816","2022-05-28","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"En nature","Autre","Moi et d'autres","Non","Non","0","Non","Oui","None",0,"2021/10/07 00:00:00","2022-03-28",172,61
"MA1021004642","2022-05-29","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",0,"En nature","Elevage","Moi et d'autres","Oui","Non","0","Non","Non","None",0,"2021/11/12 00:00:00","2022-03-24",132,66
"MA1021003133","2022-05-29","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"En nature","Elevage","Moi et d'autres","Non","Non","0","Non","Oui","None",0,"2021/07/29 00:00:00","2021-11-29",123,181
"MA1018002318","2022-05-29","Terrain/bureau OIM","Low","Low","Yes","Pire","Oui","Satisfait","Sénégal","Maroc","Masculin","14-35",0,"En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui","Business/management",1,"2018/06/29 00:00:00","2022-04-15",1386,44
"MA1021003409","2022-05-28","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"En nature","Agriculture/aviculture","Moi et d'autres","Oui","Autre","1","Non","Oui","None",0,"2021/10/05 00:00:00","2022-03-28",174,61
